step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,same_class_pair_frac,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
117,pretrain,0,1,-2.784508,-3.135556,0.351049,2.617202,3.835172,47,48,0.4779,14858,0.918,0.8258,0.6726,0.6378,,85,2.2
234,pretrain,0,2,-4.160173,-4.752542,0.592369,0.913004,3.777031,50,50,0.6582,14858,0.92,0.8869,0.7601,0.7376,,85,3.1
351,pretrain,0,3,-4.512411,-5.004557,0.492146,0.643102,3.765106,49,50,0.71,14858,0.92,0.8975,0.7785,0.7681,,85,4.3
468,pretrain,0,4,-4.695522,-5.084736,0.389214,0.563988,3.765816,50,50,0.7174,14858,0.9199,0.897,0.761,0.7528,,85,5.6
585,pretrain,0,5,-4.79428,-5.129402,0.335123,0.516744,3.764097,50,50,0.7378,14858,0.9231,0.907,0.805,0.7895,,85,7.0
702,pretrain,0,6,-4.838611,-5.150998,0.312387,0.492752,3.7625,50,50,0.7499,14858,0.9207,0.9167,0.8307,0.8151,,85,8.5
819,pretrain,0,7,-4.864589,-5.166938,0.302348,0.472148,3.759391,50,50,0.7517,14858,0.9155,0.9072,0.7815,0.7799,,85,10.0
936,pretrain,0,8,-4.91205,-5.188213,0.276163,0.454464,3.761784,50,50,0.7728,14858,0.9178,0.9147,0.7952,0.7881,,85,11.4
1053,pretrain,0,9,-4.936691,-5.20436,0.267669,0.432566,3.75795,50,50,0.7805,14858,0.9211,0.9199,0.838,0.8276,,85,12.4
1170,pretrain,0,10,-4.933615,-5.211883,0.278268,0.424211,3.757396,50,50,0.7767,14858,0.9204,0.9139,0.8083,0.7934,,85,13.7
1287,round,1,1,-4.886098,-5.212649,0.326551,0.422339,3.756658,50,50,0.7859,14858,0.9208,0.9158,0.8057,0.797,3,71,255.9
1404,round,1,2,-4.893366,-5.218736,0.32537,0.418103,3.757893,49,50,0.7841,14858,0.9182,0.9155,0.8056,0.8026,3,71,257.0
1521,round,2,1,-4.883613,-5.231329,0.347717,0.407338,3.759111,50,50,0.796,14858,0.9227,0.9194,0.8051,0.7996,4,51,500.8
1638,round,2,2,-4.8883,-5.228455,0.340155,0.410482,3.759291,49,50,0.7844,14858,0.9192,0.9105,0.7903,0.7761,4,51,501.9
1755,round,3,1,-4.90087,-5.227009,0.326139,0.404728,3.754491,49,50,0.7952,14858,0.9204,0.9209,0.8203,0.819,3,70,623.4
1872,round,3,2,-4.904239,-5.221893,0.317654,0.406607,3.752333,50,50,0.8015,14858,0.9178,0.9185,0.8016,0.7999,3,70,624.5
1989,round,4,1,-4.920147,-5.234946,0.314799,0.404732,3.759786,50,50,0.7982,14858,0.9208,0.9135,0.8049,0.7904,4,52,868.0
2106,round,4,2,-4.953757,-5.239391,0.285634,0.398985,3.758917,50,50,0.7959,14858,0.9232,0.9184,0.8131,0.8034,4,52,869.1
2223,round,5,1,-4.957521,-5.241012,0.283491,0.396166,3.758118,50,50,0.7955,14858,0.9213,0.9196,0.8139,0.8165,4,52,992.6
2340,round,5,2,-4.966996,-5.238784,0.271788,0.399036,3.758547,50,50,0.7966,14858,0.9213,0.9158,0.8101,0.8027,4,52,993.7
2457,round,6,1,-4.978238,-5.247067,0.268829,0.395063,3.76142,50,50,0.7899,14858,0.9174,0.9221,0.8354,0.823,4,54,1117.0
2574,round,6,2,-4.982027,-5.243202,0.261174,0.391885,3.756724,50,50,0.7949,14858,0.915,0.9186,0.8179,0.8069,4,54,1118.2
2691,round,7,1,-5.010004,-5.264035,0.254031,0.381825,3.763907,50,50,0.793,14858,0.9219,0.9194,0.8207,0.81,4,51,1242.1
2808,round,7,2,-4.984323,-5.250066,0.265743,0.394025,3.762727,50,50,0.7965,14858,0.915,0.9187,0.8116,0.8128,4,51,1243.3
2925,round,8,1,-4.978103,-5.247785,0.269682,0.390899,3.759122,49,50,0.8037,14858,0.9174,0.9209,0.8219,0.8232,3,64,1364.7
3042,round,8,2,-4.985136,-5.254912,0.269776,0.381193,3.757404,50,50,0.7953,14858,0.9189,0.9222,0.8299,0.8297,3,64,1365.8
3159,round,9,1,-4.982776,-5.250995,0.26822,0.386461,3.758304,50,50,0.7989,14858,0.9184,0.9228,0.8334,0.8263,4,50,1609.3
3276,round,9,2,-4.975336,-5.251533,0.276197,0.387819,3.759568,50,50,0.8005,14858,0.9174,0.9206,0.8324,0.8236,4,50,1610.4
3393,round,10,1,-4.972057,-5.261731,0.289674,0.376512,3.758828,50,50,0.8171,14858,0.9215,0.9234,0.8411,0.8399,3,68,1731.8
3510,round,10,2,-4.983855,-5.264085,0.28023,0.363167,3.751501,50,50,0.8105,14858,0.9207,0.9219,0.8254,0.8249,3,68,1732.9
3627,round,11,1,-4.967403,-5.256917,0.289515,0.379951,3.757912,50,50,0.8064,14858,0.9202,0.919,0.8179,0.8195,4,51,1976.8
3744,round,11,2,-5.001745,-5.277027,0.275282,0.364892,3.761279,49,50,0.811,14858,0.9184,0.9229,0.8317,0.827,4,51,1977.9
3861,round,12,1,-5.010079,-5.287892,0.277813,0.342479,3.753581,50,50,0.8302,14858,0.9215,0.9245,0.8342,0.8366,3,66,2099.4
3978,round,12,2,-5.037723,-5.294977,0.257254,0.333471,3.752299,49,50,0.8369,14858,0.9198,0.9284,0.8501,0.8415,3,66,2100.5
4095,round,13,1,-5.020682,-5.301819,0.281137,0.329087,3.753937,50,50,0.8254,14858,0.9198,0.919,0.811,0.8085,4,48,2345.1
4212,round,13,2,-5.032866,-5.290584,0.257717,0.335765,3.750899,50,50,0.8221,14858,0.9198,0.9265,0.8489,0.845,4,48,2346.2
4329,round,14,1,-5.011666,-5.29213,0.280464,0.342311,3.756294,50,50,0.8202,14858,0.9193,0.9243,0.8336,0.8296,3,69,2467.6
4446,round,14,2,-5.033774,-5.294208,0.260434,0.333423,3.751754,50,50,0.8249,14858,0.9227,0.9238,0.8299,0.8305,3,69,2468.7
4563,round,15,1,-5.012577,-5.282398,0.269822,0.355409,3.758538,50,50,0.8156,14858,0.9196,0.9224,0.8179,0.8271,4,50,2712.7
4680,round,15,2,-5.03512,-5.291448,0.256328,0.341906,3.755569,50,50,0.8158,14858,0.9217,0.9241,0.827,0.8276,4,50,2713.5
4797,round,16,1,-5.032088,-5.290116,0.258028,0.342853,3.755313,50,50,0.816,14858,0.9217,0.9241,0.8323,0.8312,4,50,2837.2
4914,round,16,2,-5.053668,-5.297966,0.244298,0.339455,3.758281,50,50,0.83,14858,0.9218,0.9246,0.8382,0.838,4,50,2838.3
5031,round,17,1,-5.029145,-5.297063,0.267918,0.331514,3.752385,50,50,0.8326,14858,0.9199,0.918,0.7975,0.8018,3,73,2959.7
5148,round,17,2,-5.019678,-5.294637,0.274958,0.334996,3.753088,50,50,0.831,14858,0.9179,0.9263,0.8205,0.8327,3,73,2960.9
5265,round,18,1,-5.03407,-5.295326,0.261256,0.339179,3.756336,50,50,0.8247,14858,0.9198,0.9259,0.8286,0.8364,3,70,3203.0
5382,round,18,2,-5.034661,-5.288668,0.254008,0.343069,3.754492,50,50,0.8331,14858,0.9189,0.9271,0.839,0.8452,3,70,3204.1
5499,round,19,1,-5.042301,-5.296507,0.254207,0.327526,3.749356,50,50,0.834,14858,0.92,0.9244,0.8211,0.8269,3,69,3445.7
5616,round,19,2,-5.042666,-5.29556,0.252894,0.326459,3.748013,50,50,0.829,14858,0.9212,0.9237,0.8307,0.8277,3,69,3446.8
