step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,same_class_pair_frac,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
117,pretrain,0,1,-4.187282,-4.187282,8.206108,1.099578,3.524573,35,35,0.938,14975,0.9221,0.5691,0.4277,0.3277,,85,2.3
234,pretrain,0,2,-4.952942,-4.952942,12.429951,0.103396,3.370892,33,33,0.9679,14975,0.9211,0.6064,0.4514,0.3571,,85,3.4
351,pretrain,0,3,-4.965376,-4.965376,13.007525,0.060693,3.350713,33,33,0.98,14975,0.9237,0.5982,0.4581,0.3553,,85,4.6
468,pretrain,0,4,-4.978021,-4.978021,13.12781,0.0441,3.34808,32,32,0.9852,14975,0.9243,0.6166,0.4815,0.3965,,85,5.8
585,pretrain,0,5,-4.952185,-4.952185,13.319627,0.036119,3.325536,31,31,0.9866,14975,0.9207,0.6181,0.4758,0.3806,,85,6.9
702,pretrain,0,6,-4.929324,-4.929324,12.752114,0.029405,3.305819,31,31,0.9881,14975,0.9246,0.6241,0.4609,0.3546,,85,8.1
819,pretrain,0,7,-4.946256,-4.946256,12.788449,0.023286,3.313028,31,31,0.9911,14975,0.9208,0.6454,0.5076,0.41,,85,9.3
936,pretrain,0,8,-4.960665,-4.960665,12.932394,0.02148,3.32143,31,31,0.9916,14975,0.9224,0.6407,0.4998,0.4039,,85,10.4
1053,pretrain,0,9,-4.96426,-4.96426,12.790425,0.019149,3.322273,31,31,0.9913,14975,0.9201,0.6303,0.4956,0.3979,,85,11.6
1170,pretrain,0,10,-4.972841,-4.972841,12.866907,0.01738,3.326814,32,31,0.9927,14975,0.9233,0.6323,0.5073,0.4178,,85,12.8
1287,round,1,1,-4.992625,-4.992625,12.910018,0.017454,3.340052,32,31,0.9926,14975,0.9176,0.6379,0.4955,0.4099,3,40,35.8
1404,round,1,2,-4.97875,-4.97875,12.426358,0.015019,3.32918,32,32,0.9931,14975,0.9179,0.6371,0.4812,0.355,3,40,37.0
1521,round,2,1,-4.979061,-4.979061,12.888008,0.014575,3.32909,31,31,0.9936,14975,0.9226,0.6412,0.4996,0.3947,3,43,60.4
1638,round,2,2,-5.008086,-5.008086,12.402674,0.012506,3.347062,32,32,0.9958,14975,0.9221,0.676,0.555,0.4576,3,43,61.5
1755,round,3,1,-5.0274,-5.0274,12.263541,0.011086,3.358991,33,32,0.9953,14975,0.9201,0.6817,0.5524,0.4427,2,63,82.8
1872,round,3,2,-5.020399,-5.020399,12.608342,0.011049,3.354299,32,32,0.9953,14975,0.9206,0.6755,0.5431,0.4432,2,63,84.0
1989,round,4,1,-5.047982,-5.047982,12.023929,0.009625,3.371738,32,32,0.9965,14975,0.9246,0.6984,0.5753,0.4977,2,64,105.5
2106,round,4,2,-5.007158,-5.007158,12.224825,0.009341,3.344333,32,32,0.9963,14975,0.9217,0.6844,0.5606,0.4758,2,64,106.6
2223,round,5,1,-5.042509,-5.042509,11.890501,0.008341,3.367234,32,32,0.9964,14975,0.9237,0.6887,0.567,0.4719,2,62,128.3
2340,round,5,2,-5.035794,-5.035794,11.749663,0.008981,3.363183,32,32,0.9968,14975,0.92,0.6948,0.5628,0.4784,2,62,129.4
2457,round,6,1,-5.041134,-5.041134,11.686248,0.007692,3.365884,32,32,0.9971,14975,0.9217,0.6959,0.5495,0.4609,3,41,152.4
2574,round,6,2,-5.025948,-5.025948,11.838135,0.008556,3.356336,34,32,0.9962,14975,0.9209,0.6931,0.5543,0.4583,3,41,153.6
2691,round,7,1,-5.070047,-5.070047,12.011549,0.008567,3.385742,33,33,0.9968,14975,0.9217,0.7003,0.5715,0.4855,3,46,176.7
2808,round,7,2,-5.033188,-5.033188,11.699524,0.008243,3.360954,33,32,0.9966,14975,0.9219,0.6813,0.5482,0.4442,3,46,177.9
2925,round,8,1,-5.046131,-5.046131,11.747634,0.008297,3.369619,34,34,0.9953,14975,0.9201,0.6674,0.5262,0.4166,3,45,201.6
3042,round,8,2,-5.127541,-5.127541,12.248459,0.009121,3.424441,34,34,0.9967,14975,0.9192,0.689,0.5358,0.4558,3,45,202.8
3159,round,9,1,-5.084047,-5.084047,12.054424,0.009458,3.39567,34,34,0.9965,14975,0.9214,0.6812,0.5534,0.4464,3,44,226.2
3276,round,9,2,-5.111931,-5.111931,11.481646,0.008506,3.413625,34,34,0.9967,14975,0.9244,0.6958,0.5763,0.4873,3,44,227.4
3393,round,10,1,-5.12982,-5.12982,11.489459,0.007894,3.425142,34,34,0.9971,14975,0.9233,0.6939,0.5819,0.4783,3,44,250.5
3510,round,10,2,-5.125026,-5.125026,11.472483,0.006709,3.421157,34,34,0.9968,14975,0.9229,0.704,0.588,0.4956,3,44,251.6
3627,round,11,1,-5.119507,-5.119507,11.177088,0.006147,3.417103,34,34,0.997,14975,0.923,0.706,0.5839,0.4958,3,44,274.6
3744,round,11,2,-5.13577,-5.13577,11.341666,0.006619,3.428259,34,34,0.9977,14975,0.9197,0.7018,0.583,0.4966,3,44,275.7
3861,round,12,1,-5.127927,-5.127927,12.001607,0.006309,3.422825,34,34,0.9977,14975,0.9213,0.6936,0.574,0.472,3,45,299.6
3978,round,12,2,-5.116903,-5.116903,12.258185,0.005673,3.415051,33,33,0.9978,14975,0.9199,0.6891,0.5553,0.4664,3,45,300.7
4095,round,13,1,-5.104408,-5.104408,12.218683,0.006012,3.406946,34,34,0.9974,14975,0.9211,0.6791,0.5572,0.4355,3,43,323.3
4212,round,13,2,-5.14187,-5.14187,11.925144,0.005549,3.431612,34,34,0.9976,14975,0.9201,0.6973,0.5777,0.4933,3,43,324.5
4329,round,14,1,-5.151743,-5.151743,11.717086,0.005673,3.438277,34,34,0.9977,14975,0.9212,0.6975,0.5806,0.4888,3,44,347.9
4446,round,14,2,-5.127706,-5.127706,11.501375,0.006106,3.422541,34,34,0.9978,14975,0.9251,0.7067,0.575,0.5,3,44,349.0
4563,round,15,1,-5.138962,-5.138962,11.764784,0.005818,3.429853,34,34,0.9978,14975,0.9187,0.6987,0.5816,0.4862,3,44,372.4
4680,round,15,2,-5.144035,-5.144035,11.658344,0.006029,3.433376,34,34,0.9976,14975,0.9231,0.7035,0.5765,0.479,3,44,373.5
4797,round,16,1,-5.136076,-5.136076,12.022203,0.005752,3.427885,34,33,0.9979,14975,0.9208,0.6975,0.5678,0.4708,3,46,396.1
4914,round,16,2,-5.128995,-5.128995,11.755533,0.005347,3.422895,34,34,0.9979,14975,0.9224,0.7009,0.5887,0.4788,3,46,397.3
5031,round,17,1,-5.117342,-5.117342,11.672061,0.00529,3.415088,34,34,0.9972,14975,0.9252,0.6992,0.5846,0.4736,3,45,420.1
5148,round,17,2,-5.126875,-5.126875,11.523073,0.004881,3.421171,34,34,0.9982,14975,0.9232,0.709,0.6004,0.5028,3,45,421.3
5265,round,18,1,-5.128976,-5.128976,11.751536,0.004659,3.422423,34,34,0.9979,14975,0.9223,0.7101,0.6063,0.4971,3,45,444.6
