step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,same_class_pair_frac,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
117,pretrain,0,1,-2.570344,-2.847233,0.276888,2.967284,3.876345,43,49,0.444,14975,0.9221,0.8017,0.6179,0.568,,85,1.9
234,pretrain,0,2,-4.110112,-4.707305,0.597193,1.022336,3.819761,49,50,0.616,14975,0.9211,0.8745,0.7454,0.7242,,85,2.5
351,pretrain,0,3,-4.505025,-4.978958,0.473933,0.749313,3.818847,50,50,0.6499,14975,0.9237,0.8711,0.7155,0.7025,,85,3.2
468,pretrain,0,4,-4.682324,-5.089808,0.407484,0.626664,3.810981,50,50,0.6823,14975,0.9243,0.8979,0.7746,0.7597,,85,3.9
585,pretrain,0,5,-4.749159,-5.125216,0.376057,0.590484,3.810466,50,50,0.7059,14975,0.9207,0.9012,0.7991,0.7907,,85,4.6
702,pretrain,0,6,-4.837704,-5.160756,0.323052,0.54742,3.80545,50,50,0.7164,14975,0.9246,0.903,0.784,0.769,,85,5.2
819,pretrain,0,7,-4.868655,-5.167903,0.299248,0.539658,3.805041,50,50,0.7193,14975,0.9208,0.9102,0.8082,0.7933,,85,6.2
936,pretrain,0,8,-4.914266,-5.188256,0.27399,0.523796,3.808034,50,50,0.7223,14975,0.9224,0.8984,0.7656,0.7579,,85,7.6
1053,pretrain,0,9,-4.909254,-5.189633,0.280378,0.51787,3.805001,50,50,0.7225,14975,0.9201,0.9074,0.815,0.8041,,85,9.0
1170,pretrain,0,10,-4.941663,-5.200193,0.25853,0.50798,3.805448,50,50,0.7192,14975,0.9233,0.906,0.7955,0.7917,,85,10.2
1287,round,1,1,-4.912505,-5.193244,0.280739,0.518044,3.807525,50,50,0.7337,14975,0.9176,0.9023,0.778,0.7712,,85,11.4
1404,round,1,2,-4.927096,-5.202476,0.27538,0.505025,3.805001,50,50,0.7322,14975,0.9179,0.9063,0.7861,0.7838,,85,12.6
1521,round,2,1,-4.953179,-5.21356,0.260382,0.494061,3.805081,50,50,0.7469,14975,0.9226,0.9127,0.8138,0.818,,85,13.8
1638,round,2,2,-4.958362,-5.233073,0.274711,0.472966,3.804026,49,50,0.7512,14975,0.9221,0.9177,0.8283,0.8278,,85,15.0
1755,round,3,1,-4.957352,-5.2374,0.280048,0.467131,3.803021,50,50,0.7507,14975,0.9201,0.9096,0.7908,0.787,,85,16.2
1872,round,3,2,-4.970981,-5.243933,0.272953,0.466667,3.807067,50,50,0.7601,14975,0.9206,0.9136,0.8135,0.8007,,85,17.4
1989,round,4,1,-4.941979,-5.262467,0.320489,0.444686,3.804769,50,50,0.7594,14975,0.9246,0.9221,0.8455,0.8432,,85,18.6
2106,round,4,2,-4.990516,-5.267954,0.277438,0.438235,3.804126,50,50,0.7712,14975,0.9217,0.9191,0.8352,0.8302,,85,19.8
2223,round,5,1,-5.02379,-5.284761,0.260972,0.418508,3.802179,50,50,0.7731,14975,0.9237,0.9248,0.8588,0.852,,85,21.0
2340,round,5,2,-5.028841,-5.288837,0.259996,0.416032,3.803246,49,50,0.7915,14975,0.92,0.9222,0.8435,0.8382,,85,22.2
2457,round,6,1,-5.022694,-5.292358,0.269665,0.405605,3.798642,48,50,0.7968,14975,0.9217,0.9228,0.8403,0.8357,,85,23.4
2574,round,6,2,-5.039436,-5.308107,0.268671,0.391751,3.799905,50,50,0.7987,14975,0.9209,0.9274,0.8538,0.8611,,85,24.6
2691,round,7,1,-5.060605,-5.324007,0.263402,0.374792,3.7992,50,50,0.8057,14975,0.9217,0.9221,0.8327,0.8284,,85,25.8
2808,round,7,2,-5.069487,-5.332662,0.263175,0.366878,3.799693,50,50,0.8091,14975,0.9219,0.9184,0.8193,0.8184,,85,27.0
2925,round,8,1,-5.086835,-5.336604,0.249769,0.363436,3.800026,50,50,0.8129,14975,0.9201,0.9255,0.8533,0.8519,,85,28.2
3042,round,8,2,-5.070785,-5.329582,0.258798,0.368527,3.79874,50,50,0.8157,14975,0.9192,0.9269,0.8619,0.8543,,85,29.4
3159,round,9,1,-5.080128,-5.331922,0.251794,0.3613,3.795481,50,50,0.8127,14975,0.9214,0.9246,0.8421,0.841,,85,30.6
3276,round,9,2,-5.073243,-5.339366,0.266122,0.354972,3.796225,50,50,0.8091,14975,0.9244,0.9187,0.8355,0.8296,,85,31.8
3393,round,10,1,-5.056365,-5.341194,0.284828,0.359459,3.800435,50,50,0.8157,14975,0.9233,0.9211,0.8497,0.84,,85,33.1
3510,round,10,2,-4.994436,-5.332733,0.338298,0.366426,3.799439,49,50,0.8094,14975,0.9229,0.9244,0.8649,0.8569,,85,34.2
3627,round,11,1,-5.032227,-5.33093,0.298703,0.36759,3.799014,50,50,0.823,14975,0.923,0.9266,0.8628,0.859,,85,35.5
3744,round,11,2,-5.044763,-5.333571,0.288809,0.3626,3.797447,50,50,0.8088,14975,0.9197,0.9234,0.839,0.8353,,85,36.6
3861,round,12,1,-5.081923,-5.341092,0.259169,0.357695,3.799191,49,50,0.8283,14975,0.9213,0.9308,0.878,0.8756,,85,37.9
3978,round,12,2,-5.089577,-5.34872,0.259143,0.353418,3.801426,50,50,0.8059,14975,0.9199,0.9248,0.8494,0.8461,,85,39.0
4095,round,13,1,-5.088907,-5.339234,0.250327,0.358588,3.798548,50,50,0.8149,14975,0.9211,0.9254,0.8399,0.8406,,85,40.3
4212,round,13,2,-5.096446,-5.348313,0.251867,0.354005,3.801546,50,50,0.8247,14975,0.9201,0.9288,0.8632,0.8629,,85,41.5
4329,round,14,1,-5.106122,-5.350537,0.244415,0.349389,3.799951,50,50,0.8231,14975,0.9212,0.9316,0.865,0.8666,,85,42.7
