step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
7,pretrain,0,1,-1.961538,-1.961538,0.006213,3.898482,3.906681,17,50,0.1068,799,0.2723,0.1681,0.0197,,85,1.1
14,pretrain,0,2,-2.176957,-2.176957,0.931188,3.400479,3.71829,20,50,0.2245,799,0.3846,0.1694,0.0959,,85,1.2
21,pretrain,0,3,-2.667889,-2.667889,2.543281,2.781063,3.632635,21,50,0.306,799,0.4085,0.195,0.1196,,85,1.2
28,pretrain,0,4,-3.229699,-3.229699,4.649623,2.102953,3.555101,24,38,0.5072,799,0.4982,0.28,0.1877,,85,1.3
35,pretrain,0,5,-3.751543,-3.751543,6.227524,1.48486,3.490935,38,43,0.5924,799,0.5401,0.3331,0.2164,,85,1.3
42,pretrain,0,6,-4.226625,-4.226625,7.814636,1.079885,3.537673,40,43,0.6887,799,0.563,0.3544,0.2328,,85,1.4
49,pretrain,0,7,-4.511516,-4.511516,8.389874,0.783136,3.529768,40,39,0.7842,799,0.5901,0.3713,0.289,,85,1.4
56,pretrain,0,8,-4.689027,-4.689027,9.478631,0.465255,3.436188,37,37,0.8514,799,0.6039,0.4081,0.2962,,85,1.5
63,pretrain,0,9,-4.772757,-4.772757,10.523866,0.366652,3.426272,37,36,0.8802,799,0.607,0.4244,0.3013,,85,1.6
70,pretrain,0,10,-4.826478,-4.826478,10.597645,0.267649,3.396085,38,37,0.9005,799,0.603,0.42,0.2802,,85,1.6
77,round,1,1,-4.871448,-4.871448,10.482491,0.230407,3.401237,37,36,0.9246,799,0.6277,0.435,0.322,,85,1.7
84,round,1,2,-4.782444,-4.782444,10.419169,0.193374,3.317212,36,36,0.9193,799,0.6134,0.4256,0.2977,,85,1.8
91,round,2,1,-4.938691,-4.938691,11.614027,0.176132,3.409882,37,37,0.9344,799,0.6261,0.4244,0.3024,,85,1.8
98,round,2,2,-4.984278,-4.984278,10.847351,0.147204,3.420988,36,36,0.9445,799,0.6418,0.4581,0.3484,,85,1.9
105,round,3,1,-4.978077,-4.978077,10.368478,0.134786,3.408575,36,36,0.9521,799,0.6516,0.4806,0.3744,,85,2.0
112,round,3,2,-4.978584,-4.978584,11.043172,0.122104,3.400459,36,36,0.9517,799,0.6536,0.4856,0.3791,,85,2.0
119,round,4,1,-4.990814,-4.990814,11.264804,0.123208,3.409348,36,33,0.9538,799,0.6414,0.4612,0.353,,85,2.1
126,round,4,2,-4.964929,-4.964929,11.366033,0.105479,3.380272,36,36,0.9632,799,0.6636,0.4881,0.3886,,85,2.2
133,round,5,1,-5.093401,-5.093401,12.073194,0.099063,3.461642,36,36,0.9618,799,0.6559,0.4738,0.3653,,85,2.3
140,round,5,2,-5.056067,-5.056067,11.606131,0.093635,3.433134,36,36,0.9692,799,0.6667,0.4881,0.4142,,85,2.3
147,round,6,1,-5.085007,-5.085007,12.238712,0.082346,3.444902,36,36,0.9586,799,0.663,0.4931,0.3971,,85,2.4
154,round,6,2,-5.054606,-5.054606,11.240048,0.091677,3.430856,36,35,0.9699,799,0.6707,0.495,0.4166,,85,2.5
161,round,7,1,-5.062858,-5.062858,10.946568,0.071189,3.422698,36,36,0.9723,799,0.6662,0.495,0.4069,,85,2.5
168,round,7,2,-5.059604,-5.059604,12.151941,0.064675,3.416186,36,36,0.9784,799,0.6691,0.5031,0.4148,,85,2.6
175,round,8,1,-5.084798,-5.084798,11.563879,0.058799,3.429065,36,36,0.9773,799,0.671,0.5094,0.4209,,85,2.7
182,round,8,2,-5.062994,-5.062994,12.055892,0.061629,3.416416,36,36,0.9774,799,0.659,0.4931,0.3914,,85,2.7
189,round,9,1,-5.105864,-5.105864,12.621209,0.060505,3.444246,36,36,0.9829,799,0.6638,0.4931,0.395,,85,2.8
196,round,9,2,-5.116642,-5.116642,12.187442,0.051408,3.445366,36,36,0.9826,799,0.6654,0.4988,0.4055,,85,2.9
203,round,10,1,-5.093094,-5.093094,11.877074,0.047357,3.426968,36,36,0.9842,799,0.6702,0.5075,0.4175,,85,2.9
210,round,10,2,-5.124404,-5.124404,11.963553,0.041268,3.443781,36,36,0.9826,799,0.6699,0.5056,0.4214,,85,3.0
217,round,11,1,-5.046841,-5.046841,12.167812,0.045452,3.394862,36,36,0.9799,799,0.6649,0.4988,0.4165,,85,3.1
224,round,11,2,-5.103408,-5.103408,12.225323,0.062749,3.444105,36,36,0.9819,799,0.6695,0.5019,0.4185,,85,3.1
231,round,12,1,-5.154692,-5.154692,12.815548,0.056524,3.474144,36,36,0.9749,799,0.6454,0.4744,0.3561,,85,3.2
238,round,12,2,-5.087756,-5.087756,13.385689,0.062559,3.433544,36,36,0.9762,799,0.6563,0.4906,0.3843,,85,3.3
245,round,13,1,-5.050309,-5.050309,12.006979,0.061521,3.407887,36,34,0.9734,799,0.636,0.44,0.333,,85,3.3
252,round,13,2,-5.028082,-5.028082,13.05054,0.067092,3.396782,35,35,0.9791,799,0.6615,0.4906,0.3899,,85,3.4
259,round,14,1,-5.061034,-5.061034,12.626548,0.047607,3.405761,35,35,0.9854,799,0.6658,0.4925,0.4044,,85,3.5
266,round,14,2,-5.053536,-5.053536,12.199932,0.049165,3.401801,35,35,0.9812,799,0.6673,0.4988,0.3856,,85,3.5
273,round,15,1,-5.039032,-5.039032,12.475862,0.040904,3.386624,35,35,0.9866,799,0.6793,0.5231,0.4458,,85,3.6
280,round,15,2,-5.053968,-5.053968,11.781671,0.039067,3.395357,35,35,0.9849,799,0.6683,0.5062,0.4181,,85,3.7
287,round,16,1,-5.080018,-5.080018,13.068202,0.037899,3.411945,35,35,0.9871,799,0.6626,0.4919,0.4023,,85,3.8
294,round,16,2,-5.100565,-5.100565,13.218685,0.041566,3.428088,35,35,0.9847,799,0.6663,0.5094,0.4103,,85,3.8
301,round,17,1,-5.07958,-5.07958,13.368696,0.038332,3.411941,35,35,0.9879,799,0.6677,0.5012,0.3851,,85,3.9
308,round,17,2,-5.108081,-5.108081,14.185828,0.032725,3.427204,35,35,0.9852,799,0.6689,0.5019,0.4036,,85,4.0
315,round,18,1,-5.078358,-5.078358,12.898593,0.037925,3.410855,34,34,0.9826,799,0.6743,0.5012,0.4071,,85,4.0
322,round,18,2,-5.066583,-5.066583,13.397948,0.051273,3.411904,34,34,0.9852,799,0.6747,0.51,0.4207,,85,4.1
329,round,19,1,-5.052946,-5.052946,11.889991,0.046376,3.399548,35,34,0.9836,799,0.6765,0.5244,0.4229,,85,4.2
336,round,19,2,-5.047026,-5.047026,12.745146,0.037063,3.389393,35,34,0.9881,799,0.668,0.5194,0.4176,,85,4.2
343,round,20,1,-5.07077,-5.07077,12.934672,0.032357,3.402084,35,34,0.9832,799,0.6685,0.5131,0.4111,,85,4.3
350,round,20,2,-5.058854,-5.058854,12.251905,0.041533,3.400258,35,35,0.9846,799,0.6728,0.5169,0.427,,85,4.4
