step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,same_class_pair_frac,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
21,pretrain,0,1,-1.946988,-1.946988,3.953521,1.899116,2.564069,11,15,0.6357,2579,0.6239,0.2724,0.2415,0.1107,,64,1.4
42,pretrain,0,2,-3.265181,-3.265181,11.584698,0.535597,2.533852,15,15,0.9043,2579,0.62,0.4193,0.3425,0.2015,,64,1.6
63,pretrain,0,3,-3.778147,-3.778147,13.373025,0.144095,2.614828,15,15,0.9618,2579,0.6126,0.4743,0.402,0.2587,,64,1.8
84,pretrain,0,4,-3.869759,-3.869759,14.038383,0.078886,2.63243,15,15,0.9721,2579,0.6026,0.4897,0.4084,0.254,,64,2.0
105,pretrain,0,5,-3.892884,-3.892884,14.332021,0.059449,2.634889,15,15,0.9794,2579,0.6157,0.4757,0.3665,0.2451,,64,2.2
126,pretrain,0,6,-3.909587,-3.909587,14.410913,0.053373,2.641973,15,15,0.9764,2579,0.6134,0.498,0.3943,0.2802,,64,2.4
147,pretrain,0,7,-3.895631,-3.895631,14.442896,0.046815,2.628297,15,15,0.9854,2579,0.606,0.5164,0.4228,0.3068,,64,2.6
168,pretrain,0,8,-3.933348,-3.933348,14.43874,0.03767,2.647345,15,15,0.9838,2579,0.625,0.5031,0.4089,0.2894,,64,2.9
189,pretrain,0,9,-3.9153,-3.9153,14.248309,0.033408,2.632472,15,15,0.9887,2579,0.5956,0.5002,0.3893,0.2726,,64,3.1
210,pretrain,0,10,-3.934932,-3.934932,14.778592,0.03145,2.644255,15,15,0.9888,2579,0.6219,0.5248,0.4101,0.3063,,64,3.3
231,round,1,1,-3.951329,-3.951329,15.464608,0.02496,2.650859,15,15,0.9878,2579,0.5444,0.5009,0.3951,0.2755,1,23,4.2
252,round,1,2,-3.921326,-3.921326,15.79927,0.028561,2.633258,15,15,0.9896,2579,0.5448,0.4936,0.3906,0.2844,1,23,4.4
273,round,2,1,-3.95799,-3.95799,15.78998,0.025714,2.655803,15,15,0.9888,2579,0.5432,0.4878,0.387,0.2767,1,24,5.4
294,round,2,2,-3.966112,-3.966112,15.935023,0.02783,2.662628,15,15,0.9898,2579,0.5549,0.4961,0.4097,0.2924,1,24,5.6
315,round,3,1,-3.921972,-3.921972,15.700401,0.02709,2.632708,15,15,0.9892,2579,0.5467,0.4869,0.3717,0.2668,1,24,6.6
