step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,same_class_pair_frac,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
117,pretrain,0,1,-4.34657,-4.34657,8.059681,0.993818,3.560259,41,39,0.9514,14892,0.9215,0.6498,0.5305,0.4103,,85,2.2
234,pretrain,0,2,-5.232889,-5.232889,11.546158,0.077577,3.540311,40,40,0.976,14892,0.9169,0.6649,0.5551,0.4391,,85,3.4
351,pretrain,0,3,-5.258283,-5.258283,12.090377,0.053212,3.540997,39,39,0.9787,14892,0.9188,0.6669,0.5362,0.4206,,85,4.5
468,pretrain,0,4,-5.264771,-5.264771,11.575246,0.036747,3.534345,39,38,0.9861,14892,0.9237,0.6904,0.6029,0.4967,,85,5.7
585,pretrain,0,5,-5.272727,-5.272727,11.564578,0.030338,3.535377,39,39,0.9866,14892,0.921,0.6824,0.5709,0.4578,,85,6.9
702,pretrain,0,6,-5.286246,-5.286246,11.523927,0.026717,3.541976,39,39,0.9891,14892,0.9181,0.6906,0.5764,0.4566,,85,8.0
819,pretrain,0,7,-5.275935,-5.275935,11.591409,0.021968,3.531935,39,39,0.9913,14892,0.9198,0.716,0.6248,0.5248,,85,9.2
936,pretrain,0,8,-5.299381,-5.299381,11.595671,0.019834,3.546144,39,38,0.9927,14892,0.9192,0.71,0.5871,0.4996,,85,10.3
1053,pretrain,0,9,-5.288954,-5.288954,11.64157,0.019152,3.538737,39,39,0.9934,14892,0.9221,0.7135,0.6303,0.5164,,85,11.5
1170,pretrain,0,10,-5.291959,-5.291959,11.436637,0.018008,3.539978,39,38,0.9933,14892,0.9171,0.7136,0.6184,0.4995,,85,12.6
1287,round,1,1,-5.301737,-5.301737,11.558979,0.014148,3.543923,39,39,0.9946,14892,0.9239,0.7126,0.6233,0.5036,3,50,54.3
1404,round,1,2,-5.303545,-5.303545,11.426416,0.013496,3.544695,39,39,0.9949,14892,0.9205,0.7228,0.6397,0.5341,3,50,55.4
1521,round,2,1,-5.304137,-5.304137,11.45313,0.011969,3.544071,39,39,0.9946,14892,0.9189,0.7142,0.6379,0.5275,3,51,96.9
1638,round,2,2,-5.305394,-5.305394,11.206796,0.011405,3.544533,39,39,0.9959,14892,0.9201,0.7137,0.6128,0.5004,3,51,98.1
