step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,same_class_pair_frac,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
117,pretrain,0,1,-4.398298,-4.398298,8.446527,0.976037,3.58289,40,39,0.9465,14858,0.918,0.6221,0.4664,0.3764,,85,2.1
234,pretrain,0,2,-5.118438,-5.118438,12.050679,0.090834,3.472848,38,38,0.9745,14858,0.92,0.657,0.5321,0.4435,,85,3.1
351,pretrain,0,3,-5.180659,-5.180659,12.555238,0.054275,3.489956,37,37,0.9798,14858,0.92,0.655,0.5214,0.4396,,85,4.1
468,pretrain,0,4,-5.165985,-5.165985,12.355278,0.038662,3.469765,37,36,0.9872,14858,0.9199,0.6871,0.5563,0.4699,,85,5.1
585,pretrain,0,5,-5.203015,-5.203015,12.299325,0.032205,3.490146,37,37,0.9873,14858,0.9231,0.6771,0.5635,0.4536,,85,6.1
702,pretrain,0,6,-5.186952,-5.186952,11.704476,0.027468,3.47628,37,36,0.9906,14858,0.9207,0.7039,0.595,0.5116,,85,7.1
819,pretrain,0,7,-5.20186,-5.20186,11.906402,0.023,3.48324,37,36,0.9914,14858,0.9155,0.6955,0.5855,0.4713,,85,8.1
936,pretrain,0,8,-5.224728,-5.224728,12.03801,0.018467,3.495464,37,37,0.9927,14858,0.9178,0.7042,0.598,0.5165,,85,9.1
1053,pretrain,0,9,-5.222567,-5.222567,11.443146,0.017613,3.493453,37,36,0.9929,14858,0.9211,0.7182,0.6141,0.5274,,85,10.0
1170,pretrain,0,10,-5.215885,-5.215885,11.371977,0.016935,3.488546,37,37,0.9928,14858,0.9204,0.6967,0.5827,0.4968,,85,11.0
1287,round,1,1,-5.204143,-5.204143,11.488497,0.015738,3.479921,37,37,0.9931,14858,0.9208,0.7055,0.5999,0.5087,3,47,52.6
1404,round,1,2,-5.235543,-5.235543,11.044597,0.013492,3.499357,37,37,0.9946,14858,0.9182,0.7237,0.6294,0.5352,3,47,53.8
1521,round,2,1,-5.23166,-5.23166,10.938275,0.012393,3.496035,37,37,0.9945,14858,0.9227,0.7238,0.6232,0.5383,3,48,95.3
1638,round,2,2,-5.23154,-5.23154,10.754572,0.01202,3.495707,37,36,0.995,14858,0.9192,0.7291,0.6313,0.5342,3,48,96.4
1755,round,3,1,-5.232934,-5.232934,10.800391,0.010786,3.495814,37,37,0.9959,14858,0.9204,0.7312,0.6366,0.541,3,46,126.0
1872,round,3,2,-5.241955,-5.241955,10.972337,0.010309,3.501509,37,37,0.9951,14858,0.9178,0.7141,0.609,0.5159,3,46,127.1
1989,round,4,1,-5.255516,-5.255516,10.625205,0.010683,3.510799,37,37,0.9952,14858,0.9208,0.7253,0.6333,0.5476,3,45,168.6
2106,round,4,2,-5.245241,-5.245241,10.751728,0.009118,3.502906,37,37,0.9953,14858,0.9232,0.7232,0.6451,0.5481,3,45,169.8
2223,round,5,1,-5.240358,-5.240358,10.662058,0.01035,3.500472,37,37,0.9965,14858,0.9213,0.7427,0.6639,0.5897,3,46,193.8
2340,round,5,2,-5.229816,-5.229816,10.438513,0.009158,3.492649,36,36,0.9969,14858,0.9213,0.7346,0.6499,0.5622,3,46,194.9
2457,round,6,1,-5.210455,-5.210455,10.454219,0.008705,3.47944,37,36,0.9961,14858,0.9174,0.734,0.6595,0.5735,3,46,218.8
2574,round,6,2,-5.20518,-5.20518,10.524317,0.009057,3.476158,37,37,0.9967,14858,0.915,0.7368,0.6659,0.5829,3,46,219.9
2691,round,7,1,-5.257169,-5.257169,10.207058,0.007151,3.509546,37,37,0.9967,14858,0.9219,0.733,0.655,0.5591,3,45,246.8
2808,round,7,2,-5.228951,-5.228951,10.875155,0.008304,3.491503,38,36,0.9965,14858,0.915,0.7319,0.6509,0.5469,3,45,248.0
2925,round,8,1,-5.246092,-5.246092,10.798296,0.007475,3.502378,37,37,0.9969,14858,0.9174,0.7328,0.6442,0.5589,3,47,289.5
3042,round,8,2,-5.241945,-5.241945,11.059488,0.008345,3.500193,37,37,0.9972,14858,0.9189,0.7325,0.6584,0.5602,3,47,290.6
3159,round,9,1,-5.242855,-5.242855,10.732145,0.007411,3.500177,37,37,0.9972,14858,0.9184,0.7415,0.6714,0.5801,3,45,325.1
3276,round,9,2,-5.256632,-5.256632,10.856574,0.006534,3.508778,37,37,0.9973,14858,0.9174,0.7401,0.666,0.5713,3,45,326.3
3393,round,10,1,-5.253869,-5.253869,10.926325,0.006692,3.507041,38,37,0.9974,14858,0.9215,0.7326,0.6744,0.5695,3,48,367.8
3510,round,10,2,-5.247419,-5.247419,10.907276,0.005991,3.502274,39,37,0.9978,14858,0.9207,0.7408,0.6794,0.5861,3,48,368.9
3627,round,11,1,-5.249228,-5.249228,10.943023,0.006539,3.503844,38,37,0.9977,14858,0.9202,0.7485,0.6649,0.5866,3,50,410.6
3744,round,11,2,-5.275313,-5.275313,10.756346,0.005984,3.520864,38,38,0.9965,14858,0.9184,0.7202,0.6384,0.532,3,50,411.8
3861,round,12,1,-5.292452,-5.292452,11.077941,0.00647,3.532614,38,38,0.9974,14858,0.9215,0.7366,0.6626,0.5643,3,51,453.2
3978,round,12,2,-5.288455,-5.288455,11.266163,0.006342,3.529864,38,38,0.9982,14858,0.9198,0.7479,0.6703,0.5828,3,51,454.4
4095,round,13,1,-5.301708,-5.301708,10.942704,0.005376,3.538056,38,38,0.9979,14858,0.9198,0.7413,0.6611,0.5598,3,46,481.6
4212,round,13,2,-5.289657,-5.289657,10.776252,0.005534,3.530128,38,38,0.9974,14858,0.9198,0.7342,0.6445,0.5297,3,46,482.7
