step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
7,pretrain,0,1,-1.955556,-1.955867,0.000311,3.911279,3.91143,32,50,0.0206,810,0.4226,0.2356,0.091,,85,1.3
14,pretrain,0,2,-1.956036,-1.95612,8.4e-05,3.911881,3.912001,31,50,0.0213,810,0.5605,0.3206,0.1882,,85,1.3
21,pretrain,0,3,-1.963142,-1.966636,0.003494,3.900383,3.911346,19,50,0.0403,810,0.4704,0.2031,0.0988,,85,1.3
28,pretrain,0,4,-2.140511,-2.223832,0.083321,3.56068,3.856341,16,50,0.0752,810,0.5398,0.2319,0.1682,,85,1.4
35,pretrain,0,5,-2.405412,-2.554797,0.149385,3.163729,3.812351,23,50,0.0814,810,0.6069,0.3312,0.2292,,85,1.5
42,pretrain,0,6,-2.546738,-2.725532,0.178794,3.011919,3.824967,24,50,0.1175,810,0.6125,0.3294,0.2548,,85,1.5
49,pretrain,0,7,-2.611607,-2.963317,0.35171,2.765288,3.81907,33,50,0.1595,810,0.6667,0.3775,0.2891,,85,1.6
56,pretrain,0,8,-2.935422,-3.212047,0.276625,2.524118,3.82411,34,50,0.2504,810,0.6998,0.4375,0.3763,,85,1.6
63,pretrain,0,9,-2.937231,-3.492077,0.554846,2.141166,3.755495,36,48,0.3191,810,0.7258,0.4531,0.3948,,85,1.7
70,pretrain,0,10,-3.267158,-3.69862,0.431461,1.92481,3.748953,31,47,0.3881,810,0.7463,0.485,0.4201,,85,1.8
77,round,1,1,-3.488831,-3.875207,0.386376,1.668334,3.695694,36,46,0.4386,810,0.7846,0.5637,0.5045,2,65,22.0
84,round,1,2,-3.74854,-4.055107,0.306566,1.502435,3.705027,36,44,0.4985,810,0.7935,0.5425,0.4841,2,65,22.1
91,round,2,1,-3.694832,-4.235322,0.54049,1.260029,3.663567,36,46,0.5306,810,0.807,0.59,0.5226,3,52,44.9
98,round,2,2,-3.472694,-4.329267,0.856573,1.17104,3.666871,38,47,0.556,810,0.8102,0.6344,0.5498,3,52,45.0
105,round,3,1,-3.83901,-4.380655,0.541646,1.102249,3.65527,39,46,0.5913,810,0.8249,0.6219,0.5779,3,52,67.3
