step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
238,round,12,2,-5.330994,-5.330994,12.4713,0.044262,3.583504,41,40,0.9845,810,0.6872,0.5437,0.4237,,85,3.3
245,round,13,1,-5.317259,-5.317259,13.47473,0.045037,3.574864,41,41,0.9848,810,0.6811,0.5413,0.4237,,85,3.4
252,round,13,2,-5.361243,-5.361243,13.301608,0.044301,3.603696,41,41,0.9811,810,0.678,0.53,0.4127,,85,3.4
259,round,14,1,-5.288764,-5.288764,13.241939,0.05409,3.561902,41,41,0.9884,810,0.6831,0.5387,0.4235,,85,3.5
266,round,14,2,-5.335695,-5.335695,13.179131,0.033108,3.579202,41,40,0.9841,810,0.6821,0.5506,0.4313,,85,3.6
273,round,15,1,-5.285183,-5.285183,13.42453,0.047825,3.555338,40,40,0.9831,810,0.6705,0.535,0.3924,,85,3.6
280,round,15,2,-5.236284,-5.236284,13.503969,0.050895,3.524786,40,40,0.9825,810,0.6775,0.54,0.4074,,85,3.7
287,round,16,1,-5.218297,-5.218297,12.743826,0.053858,3.51477,40,40,0.9811,810,0.6683,0.5106,0.3924,,85,3.8
294,round,16,2,-5.23076,-5.23076,12.530782,0.050851,3.521074,40,39,0.9819,810,0.6763,0.5294,0.4087,,85,3.8
301,round,17,1,-5.271498,-5.271498,12.737817,0.047481,3.545986,41,40,0.9762,810,0.6702,0.5175,0.3969,,85,3.9
308,round,17,2,-5.20746,-5.20746,13.343501,0.060225,3.51179,41,40,0.9757,810,0.6712,0.5219,0.387,,85,4.0
315,round,18,1,-5.230501,-5.230501,13.489888,0.05857,3.526047,40,40,0.9825,810,0.6773,0.5344,0.4068,,85,4.0
322,round,18,2,-5.261836,-5.261836,12.577201,0.044325,3.537441,41,40,0.981,810,0.6814,0.5312,0.4047,,85,4.1
329,round,19,1,-5.263725,-5.263725,12.840327,0.04786,3.541057,40,40,0.988,810,0.6863,0.5475,0.4234,,85,4.2
336,round,19,2,-5.253621,-5.253621,12.696248,0.036069,3.52646,40,40,0.9839,810,0.6773,0.5356,0.4101,,85,4.2
343,round,20,1,-5.267466,-5.267466,12.81869,0.037085,3.536368,40,40,0.9838,810,0.6763,0.5381,0.4079,,85,4.3
350,round,20,2,-5.272963,-5.272963,12.953493,0.036142,3.539404,40,40,0.9877,810,0.6831,0.5469,0.4169,,85,4.4
