step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,same_class_pair_frac,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
21,pretrain,0,1,-1.352844,-1.35347,0.000626,2.706249,2.706479,15,15,0.0677,2561,0.6103,0.3119,0.3228,0.1782,,64,1.4
42,pretrain,0,2,-1.354025,-1.354103,7.8e-05,2.707964,2.708044,15,15,0.0688,2561,0.6209,0.3989,0.3386,0.1742,,64,1.6
63,pretrain,0,3,-1.355529,-1.364085,0.008556,2.696956,2.707361,15,15,0.1124,2561,0.613,0.4962,0.423,0.2851,,64,1.8
84,pretrain,0,4,-1.43007,-1.673152,0.243082,2.369657,2.695206,10,15,0.2068,2561,0.6056,0.4847,0.4249,0.3016,,64,2.0
105,pretrain,0,5,-1.632653,-2.0029,0.370248,2.030237,2.688758,14,15,0.2288,2561,0.6087,0.5478,0.4816,0.3906,,64,2.1
126,pretrain,0,6,-1.744122,-2.118557,0.374435,1.918684,2.691494,15,15,0.2664,2561,0.6193,0.5928,0.5332,0.4339,,64,2.3
147,pretrain,0,7,-1.855899,-2.257651,0.401752,1.782325,2.693317,14,15,0.2871,2561,0.6072,0.6205,0.5701,0.4859,,64,2.4
168,pretrain,0,8,-1.944547,-2.376748,0.432201,1.656459,2.688804,13,15,0.3117,2561,0.6201,0.6206,0.5342,0.4449,,64,2.6
189,pretrain,0,9,-2.051143,-2.468782,0.417639,1.57013,2.692608,14,15,0.4062,2561,0.6275,0.6558,0.5656,0.5045,,64,2.8
210,pretrain,0,10,-2.20158,-2.704576,0.502997,1.312667,2.678162,15,15,0.4571,2561,0.6142,0.6631,0.6005,0.4843,,64,3.0
231,round,1,1,-2.321871,-2.74859,0.42672,1.250657,2.666165,15,15,0.4399,2561,0.6107,0.6529,0.5876,0.4578,,64,3.3
252,round,1,2,-2.413113,-2.831974,0.418861,1.167822,2.666531,15,15,0.4813,2561,0.6283,0.6669,0.629,0.5228,,64,3.5
273,round,2,1,-2.446325,-2.866063,0.419738,1.130294,2.664238,15,15,0.484,2561,0.6209,0.6832,0.618,0.5208,,64,3.7
294,round,2,2,-2.504655,-2.914056,0.409402,1.078401,2.661639,15,15,0.4801,2561,0.6123,0.6794,0.6396,0.5356,,64,3.9
315,round,3,1,-2.511502,-2.893545,0.382043,1.10928,2.66855,15,15,0.4851,2561,0.615,0.6679,0.6202,0.5046,,64,4.1
336,round,3,2,-2.550489,-2.926975,0.376486,1.066153,2.662086,15,15,0.4877,2561,0.6095,0.6901,0.6606,0.5623,,64,4.2
357,round,4,1,-2.582729,-2.967368,0.384639,1.028264,2.663755,15,15,0.5026,2561,0.6212,0.6744,0.6161,0.5286,,64,4.4
378,round,4,2,-2.605065,-2.964204,0.359138,1.0365,2.667136,15,15,0.5062,2561,0.615,0.6699,0.6045,0.5156,,64,4.6
399,round,5,1,-2.612128,-2.971898,0.35977,1.031231,2.668753,15,15,0.5257,2561,0.6181,0.6923,0.655,0.566,,64,4.8
420,round,5,2,-2.597031,-3.000107,0.403076,1.001615,2.667815,15,15,0.5382,2561,0.606,0.7042,0.6579,0.5922,,64,5.0
441,round,6,1,-2.656162,-3.026978,0.370817,0.960784,2.658508,14,15,0.5613,2561,0.6287,0.6773,0.6117,0.569,,64,5.1
462,round,6,2,-2.688368,-3.072387,0.38402,0.91174,2.656085,15,15,0.5771,2561,0.6236,0.6933,0.6602,0.5839,,64,5.3
483,round,7,1,-2.690851,-3.118279,0.427428,0.867707,2.657324,15,15,0.5803,2561,0.6279,0.6729,0.5668,0.484,,64,5.4
504,round,7,2,-2.702607,-3.127657,0.42505,0.867978,2.663756,15,15,0.5909,2561,0.6271,0.6603,0.5737,0.4795,,64,5.6
525,round,8,1,-2.751534,-3.129138,0.377604,0.85319,2.654886,15,15,0.5952,2561,0.6224,0.6668,0.6005,0.5068,,64,5.7
546,round,8,2,-2.768353,-3.151089,0.382736,0.818081,2.646113,15,15,0.5858,2561,0.6048,0.6594,0.5714,0.4791,,64,5.9
567,round,9,1,-2.791204,-3.155274,0.36407,0.817521,2.64853,15,15,0.6123,2561,0.633,0.6622,0.5909,0.4813,,64,6.1
588,round,9,2,-2.799862,-3.188959,0.389097,0.761703,2.633775,15,15,0.616,2561,0.6232,0.6725,0.5554,0.4638,,64,6.2
609,round,10,1,-2.828278,-3.194467,0.366189,0.75509,2.633038,15,15,0.6204,2561,0.6154,0.6776,0.6011,0.5077,,64,6.4
630,round,10,2,-2.812962,-3.191137,0.378175,0.764059,2.636797,15,15,0.6287,2561,0.6337,0.6807,0.5729,0.4925,,64,6.6
651,round,11,1,-2.819434,-3.209169,0.389735,0.742905,2.634717,15,15,0.6224,2561,0.6189,0.6687,0.5697,0.4769,,64,6.9
672,round,11,2,-2.873152,-3.211389,0.338237,0.7374,2.632526,15,15,0.6367,2561,0.6283,0.6711,0.6123,0.5405,,64,7.1
693,round,12,1,-2.872103,-3.2554,0.383297,0.691772,2.631448,15,15,0.627,2561,0.6251,0.674,0.5743,0.4969,,64,7.3
714,round,12,2,-2.882635,-3.218425,0.33579,0.727112,2.630358,15,15,0.639,2561,0.622,0.6769,0.5876,0.5009,,64,7.5
735,round,13,1,-2.912146,-3.252472,0.340326,0.680524,2.621997,15,15,0.6452,2561,0.6373,0.6764,0.5425,0.4684,,64,7.7
756,round,13,2,-2.908415,-3.271092,0.362677,0.663631,2.623149,15,15,0.6471,2561,0.6275,0.6825,0.5847,0.4957,,64,7.9
777,round,14,1,-2.955976,-3.270911,0.314935,0.668382,2.626196,15,15,0.6482,2561,0.6259,0.6738,0.5614,0.4797,,64,8.1
798,round,14,2,-2.924878,-3.276078,0.3512,0.651434,2.618341,15,15,0.6499,2561,0.6127,0.6793,0.5729,0.4968,,64,8.3
819,round,15,1,-2.92983,-3.265649,0.335819,0.6675,2.622099,15,15,0.6656,2561,0.6111,0.674,0.5481,0.4759,,64,8.6
840,round,15,2,-2.933292,-3.26933,0.336038,0.638914,2.605496,15,15,0.6654,2561,0.6224,0.6816,0.5783,0.4991,,64,8.8
861,round,16,1,-2.958331,-3.276776,0.318444,0.644579,2.614237,15,15,0.6685,2561,0.6294,0.672,0.5685,0.4825,,64,9.0
882,round,16,2,-2.995189,-3.305383,0.310194,0.605763,2.607431,15,15,0.6902,2561,0.6248,0.6782,0.5729,0.4972,,64,9.2
903,round,17,1,-2.973442,-3.320794,0.347352,0.596268,2.611375,15,15,0.6965,2561,0.6291,0.6812,0.6126,0.5314,,64,9.4
924,round,17,2,-2.974489,-3.300269,0.32578,0.604938,2.603471,15,15,0.6933,2561,0.6127,0.6759,0.6026,0.4933,,64,9.7
945,round,18,1,-3.014481,-3.335206,0.320725,0.567618,2.601883,15,15,0.719,2561,0.6232,0.6716,0.5369,0.4657,,64,9.9
966,round,18,2,-3.014104,-3.331664,0.31756,0.566569,2.598822,15,15,0.7113,2561,0.6216,0.6736,0.5905,0.4879,,64,10.2
987,round,19,1,-3.025762,-3.330905,0.305143,0.557755,2.59244,15,15,0.7225,2561,0.6283,0.672,0.5573,0.4714,,64,10.5
1008,round,19,2,-3.05932,-3.336159,0.276839,0.549788,2.590632,15,15,0.7402,2561,0.6287,0.6721,0.5305,0.4696,,64,10.8
1029,round,20,1,-3.021744,-3.354523,0.332779,0.549059,2.602388,15,15,0.7368,2561,0.6255,0.6664,0.5356,0.4546,,64,11.0
1050,round,20,2,-3.063574,-3.367271,0.303697,0.523359,2.593753,15,15,0.7371,2561,0.6087,0.6707,0.6126,0.5093,,64,11.3
