step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,same_class_pair_frac,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
21,pretrain,0,1,-1.353165,-1.353649,0.000484,2.706686,2.70689,14,15,0.0677,2643,0.6114,0.3236,0.3519,0.1776,,64,1.4
42,pretrain,0,2,-1.354089,-1.354228,0.00014,2.707834,2.708041,12,15,0.0742,2643,0.6247,0.4479,0.3465,0.2244,,64,1.6
63,round,1,1,-1.378908,-1.468536,0.089628,2.58898,2.705011,13,15,0.1596,2643,0.6209,0.5185,0.4407,0.325,,64,2.0
84,round,1,2,-1.539288,-1.801719,0.262432,2.242037,2.695838,13,15,0.1666,2643,0.6069,0.5584,0.507,0.3828,,64,2.2
105,round,2,1,-1.66287,-1.989996,0.327126,2.058671,2.699112,14,15,0.2105,2643,0.6296,0.5662,0.4881,0.3936,,64,2.6
126,round,2,2,-1.757705,-2.106169,0.348464,1.935838,2.694671,15,15,0.2646,2643,0.6137,0.598,0.5425,0.4281,,64,2.8
