step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
140,round,5,2,-4.340959,-4.75632,0.415361,0.974542,3.820574,45,50,0.6032,799,0.8732,0.7594,0.7263,4,50,153.1
147,round,6,1,-4.209344,-4.817909,0.608565,0.893089,3.807332,44,50,0.6268,799,0.8907,0.7831,0.7669,4,50,174.6
154,round,6,2,-4.174091,-4.859888,0.685797,0.861931,3.814546,49,50,0.6183,799,0.8669,0.7481,0.706,4,50,174.6
161,round,7,1,-4.485643,-4.835139,0.349496,0.838988,3.782751,46,50,0.6318,799,0.8793,0.7731,0.7404,4,52,199.5
168,round,7,2,-4.298845,-4.866158,0.567313,0.843601,3.806506,45,50,0.6284,799,0.8816,0.7712,0.7364,4,52,199.5
175,round,8,1,-4.408459,-4.866404,0.457945,0.83793,3.802889,47,50,0.6447,799,0.8742,0.7644,0.7269,3,61,219.8
182,round,8,2,-4.432374,-4.905629,0.473255,0.783224,3.792569,45,50,0.6693,799,0.8862,0.7581,0.7398,3,61,219.9
189,round,9,1,-4.217652,-4.885648,0.667995,0.777955,3.775735,45,49,0.654,799,0.8784,0.775,0.7427,4,51,262.0
196,round,9,2,-4.433,-4.905125,0.472125,0.773493,3.785745,46,50,0.6662,799,0.8839,0.7475,0.738,4,51,262.1
203,round,10,1,-4.541101,-4.917624,0.376523,0.754747,3.78158,48,50,0.6703,799,0.8871,0.775,0.7581,4,49,284.1
210,round,10,2,-4.337729,-4.997053,0.659324,0.717595,3.809766,49,50,0.683,799,0.8935,0.7994,0.7745,4,49,284.1
217,round,11,1,-4.555104,-4.954109,0.399005,0.724957,3.786044,49,50,0.6877,799,0.8928,0.75,0.7502,4,51,307.1
224,round,11,2,-4.416063,-5.007732,0.591669,0.699851,3.805055,48,50,0.6992,799,0.8915,0.7744,0.7661,4,51,307.2
231,round,12,1,-4.449483,-5.023321,0.573838,0.675991,3.799542,46,50,0.7188,799,0.8999,0.7894,0.7911,4,54,329.6
238,round,12,2,-4.709715,-5.026827,0.317112,0.638148,3.77665,48,49,0.714,799,0.8998,0.8044,0.7877,4,54,329.6
245,round,13,1,-4.527295,-5.083696,0.556401,0.614736,3.798955,46,49,0.73,799,0.8949,0.7987,0.7788,4,46,351.8
252,round,13,2,-4.53041,-5.066297,0.535887,0.600321,3.777745,48,50,0.7295,799,0.8989,0.8044,0.7913,4,46,351.8
259,round,14,1,-4.652947,-5.064718,0.411771,0.616676,3.787596,50,50,0.7243,799,0.8973,0.8031,0.7895,4,49,374.7
266,round,14,2,-4.662605,-5.062616,0.400011,0.610431,3.782031,49,50,0.7287,799,0.8947,0.7931,0.7803,4,49,374.7
273,round,15,1,-4.543592,-5.084083,0.540491,0.602766,3.791233,49,50,0.7301,799,0.8911,0.7725,0.7616,4,51,397.5
280,round,15,2,-4.541169,-5.090034,0.548865,0.58876,3.785862,49,50,0.7315,799,0.8966,0.8,0.7815,4,51,397.6
287,round,16,1,-4.58757,-5.085626,0.498056,0.586752,3.781585,48,50,0.7392,799,0.8979,0.8081,0.7947,4,55,420.2
294,round,16,2,-4.574056,-5.081403,0.507346,0.588174,3.779718,46,50,0.7472,799,0.903,0.81,0.8019,4,55,420.2
301,round,17,1,-4.528483,-5.081249,0.552766,0.575429,3.771119,48,50,0.7544,799,0.8953,0.7919,0.7768,3,57,440.5
308,round,17,2,-4.625309,-5.121663,0.496353,0.554544,3.784138,49,50,0.7677,799,0.8881,0.7619,0.7428,3,57,440.6
315,round,18,1,-4.302387,-5.125231,0.822844,0.52739,3.768414,49,50,0.759,799,0.8912,0.7819,0.7632,4,51,483.3
322,round,18,2,-4.48799,-5.101063,0.613073,0.548569,3.766421,47,50,0.7688,799,0.8986,0.7963,0.7922,4,51,483.4
329,round,19,1,-4.550814,-5.073635,0.522821,0.576088,3.766482,49,50,0.765,799,0.8937,0.7656,0.7532,4,50,506.0
336,round,19,2,-4.548433,-5.123114,0.574681,0.53347,3.771056,48,50,0.77,799,0.8932,0.7825,0.7653,4,50,506.0
343,round,20,1,-4.382473,-5.14919,0.766718,0.534495,3.789123,47,50,0.7625,799,0.9007,0.8056,0.7906,4,51,528.1
350,round,20,2,-4.700858,-5.136179,0.435321,0.543293,3.786315,49,50,0.7684,799,0.8994,0.8025,0.7904,4,51,528.1
