step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,same_class_pair_frac,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
21,pretrain,0,1,-1.353165,-1.353649,0.000484,2.706686,2.70689,14,15,0.0677,2643,0.6114,0.3236,0.3519,0.1776,,64,1.5
42,pretrain,0,2,-1.354089,-1.354228,0.00014,2.707834,2.708041,12,15,0.0742,2643,0.6247,0.4479,0.3465,0.2244,,64,1.6
63,pretrain,0,3,-1.378908,-1.468536,0.089628,2.58898,2.705011,13,15,0.1596,2643,0.6209,0.5185,0.4407,0.325,,64,1.8
84,pretrain,0,4,-1.539288,-1.801719,0.262432,2.242037,2.695838,13,15,0.1666,2643,0.6069,0.5584,0.507,0.3828,,64,1.9
105,pretrain,0,5,-1.66287,-1.989996,0.327126,2.058671,2.699112,14,15,0.2105,2643,0.6296,0.5662,0.4881,0.3936,,64,2.1
126,pretrain,0,6,-1.757705,-2.106169,0.348464,1.935838,2.694671,15,15,0.2646,2643,0.6137,0.598,0.5425,0.4281,,64,2.2
147,pretrain,0,7,-1.874916,-2.299476,0.42456,1.737957,2.691622,15,15,0.3157,2643,0.6103,0.6293,0.5159,0.4499,,64,2.4
168,pretrain,0,8,-2.039678,-2.504015,0.464336,1.534133,2.692099,15,15,0.3973,2643,0.6228,0.686,0.6539,0.565,,64,2.5
189,pretrain,0,9,-2.166452,-2.674959,0.508507,1.327307,2.668177,15,15,0.4679,2643,0.6213,0.6906,0.6271,0.5498,,64,2.7
210,pretrain,0,10,-2.286764,-2.768621,0.481857,1.244905,2.675684,15,15,0.4856,2643,0.6205,0.6911,0.6446,0.5946,,64,2.8
231,round,1,1,-2.344126,-2.87857,0.534444,1.123363,2.667955,15,15,0.49,2643,0.6163,0.6914,0.6171,0.5526,,64,3.0
252,round,1,2,-2.409937,-2.894709,0.484772,1.115356,2.673377,15,15,0.4894,2643,0.6175,0.6779,0.5916,0.5043,,64,3.2
273,round,2,1,-2.509143,-2.951765,0.442623,1.050742,2.668338,15,15,0.5222,2643,0.6364,0.6685,0.5544,0.4832,,64,3.3
294,round,2,2,-2.569618,-3.008934,0.439316,0.99614,2.670049,15,15,0.5147,2643,0.6103,0.6791,0.6151,0.5085,,64,3.5
315,round,3,1,-2.605886,-3.026615,0.420729,0.980125,2.67116,15,15,0.5116,2643,0.6232,0.6779,0.6049,0.4961,,64,3.6
336,round,3,2,-2.66651,-3.057164,0.390655,0.946613,2.669185,15,15,0.5306,2643,0.6201,0.6833,0.5992,0.4975,,64,3.8
357,round,4,1,-2.692884,-3.092146,0.399262,0.909527,2.667782,15,15,0.5328,2643,0.6262,0.684,0.6263,0.5093,,64,3.9
378,round,4,2,-2.700266,-3.107966,0.407699,0.897209,2.670117,15,15,0.5339,2643,0.6239,0.7015,0.6439,0.5355,,64,4.1
399,round,5,1,-2.706366,-3.108037,0.401672,0.890632,2.665779,15,15,0.555,2643,0.6281,0.6876,0.5993,0.5017,,64,4.3
420,round,5,2,-2.69689,-3.124304,0.427414,0.875277,2.666387,15,15,0.5556,2643,0.6254,0.6901,0.6344,0.5195,,64,4.4
441,round,6,1,-2.728733,-3.124303,0.395571,0.874795,2.666065,15,15,0.5629,2643,0.6277,0.6865,0.6375,0.5259,,64,4.6
462,round,6,2,-2.70442,-3.134649,0.430228,0.865428,2.666718,15,15,0.5725,2643,0.6277,0.686,0.635,0.5316,,64,4.7
483,round,7,1,-2.763218,-3.160284,0.397066,0.841458,2.667828,15,15,0.5769,2643,0.6156,0.6727,0.5936,0.4752,,64,4.9
504,round,7,2,-2.773239,-3.167145,0.393906,0.838756,2.670601,15,15,0.5943,2643,0.6001,0.6811,0.6398,0.4908,,64,5.0
525,round,8,1,-2.783938,-3.180896,0.396958,0.815217,2.664076,15,15,0.5969,2643,0.6235,0.6772,0.6387,0.5011,,64,5.2
546,round,8,2,-2.788876,-3.184946,0.39607,0.804822,2.659846,15,15,0.5942,2643,0.6322,0.6798,0.6452,0.5304,,64,5.3
567,round,9,1,-2.820851,-3.17933,0.358479,0.804495,2.655884,15,15,0.6078,2643,0.6224,0.6736,0.5914,0.4763,,64,5.5
588,round,9,2,-2.813792,-3.201498,0.387706,0.783328,2.656551,15,15,0.6147,2643,0.6156,0.673,0.5984,0.4844,,64,5.6
609,round,10,1,-2.801225,-3.227686,0.42646,0.748861,2.651031,15,15,0.62,2643,0.6216,0.6749,0.6221,0.4932,,64,5.8
630,round,10,2,-2.860323,-3.217294,0.35697,0.775271,2.66171,15,15,0.628,2643,0.6266,0.6682,0.587,0.4684,,64,5.9
651,round,11,1,-2.885237,-3.255859,0.370623,0.719007,2.649911,15,15,0.6348,2643,0.6258,0.6711,0.6009,0.481,,64,6.1
672,round,11,2,-2.849459,-3.236676,0.387217,0.747159,2.65589,15,15,0.6306,2643,0.6326,0.6669,0.588,0.4638,,64,6.2
