step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
7,pretrain,0,1,-3.90513,-3.910788,0.005658,3.906145,3.908467,40,50,0.0222,813,0.1904,0.1094,0.0105,,85,1.1
14,pretrain,0,2,-3.910602,-3.912564,0.001962,3.911225,3.911894,32,50,0.0208,813,0.2431,0.1375,0.0366,,85,1.2
21,pretrain,0,3,-3.911892,-3.912124,0.000232,3.911819,3.911972,31,50,0.0207,813,0.2744,0.1331,0.0477,,85,1.2
28,pretrain,0,4,-3.912296,-3.912599,0.000303,3.911369,3.911984,33,50,0.0216,813,0.3421,0.1869,0.075,,85,1.3
35,pretrain,0,5,-3.914998,-3.916573,0.001575,3.906984,3.911778,38,50,0.0271,813,0.386,0.2,0.0981,,85,1.3
42,pretrain,0,6,-3.941248,-3.965866,0.024617,3.846522,3.906194,22,50,0.0723,813,0.3532,0.1487,0.0553,,85,1.4
49,pretrain,0,7,-3.992587,-4.135091,0.142504,3.630049,3.88257,23,50,0.0798,813,0.4559,0.2056,0.1114,,85,1.4
56,pretrain,0,8,-4.284675,-4.409394,0.124719,3.352129,3.880762,43,50,0.0994,813,0.5511,0.3194,0.2057,,85,1.5
63,pretrain,0,9,-4.591519,-4.765866,0.174348,2.995068,3.880467,39,50,0.1401,813,0.5847,0.3594,0.2507,,85,1.6
70,pretrain,0,10,-4.802293,-5.056713,0.25442,2.682415,3.869564,41,50,0.1808,813,0.6164,0.3787,0.3017,,85,1.6
77,round,1,1,-4.923307,-5.290379,0.367072,2.438477,3.864428,40,50,0.2279,813,0.6274,0.3606,0.2808,12,57,163.2
84,round,1,2,-5.093122,-5.48117,0.388048,2.236508,3.858839,42,50,0.2442,813,0.6735,0.3906,0.3471,12,57,163.2
91,round,2,1,-5.22021,-5.645922,0.425712,2.093147,3.869534,42,50,0.2725,813,0.6982,0.4725,0.4051,17,47,304.3
98,round,2,2,-5.050866,-5.779407,0.728541,1.92385,3.851629,43,50,0.315,813,0.7061,0.4375,0.3852,17,47,304.3
105,round,3,1,-5.672569,-5.945685,0.273116,1.75399,3.849837,46,50,0.3598,813,0.7366,0.5256,0.4502,18,78,364.9
112,round,3,2,-5.528597,-6.075954,0.547357,1.568594,3.822274,45,50,0.4132,813,0.754,0.5469,0.485,18,78,364.9
119,round,4,1,-5.970784,-6.279119,0.308335,1.400723,3.839921,50,50,0.4311,813,0.7633,0.5781,0.4894,17,58,385.2
126,round,4,2,-5.822963,-6.384229,0.561266,1.264886,3.824557,46,50,0.4848,813,0.7717,0.5713,0.5088,17,58,385.3
133,round,5,1,-5.806878,-6.438742,0.631865,1.171784,3.805263,46,50,0.4908,813,0.785,0.5944,0.5349,16,66,405.5
140,round,5,2,-5.862288,-6.487483,0.625195,1.1213,3.804391,48,50,0.5103,813,0.7956,0.6181,0.5713,16,66,405.6
147,round,6,1,-5.830338,-6.592476,0.762138,1.064083,3.82828,47,50,0.5416,813,0.8153,0.68,0.6259,19,56,506.5
154,round,6,2,-6.088784,-6.66159,0.572806,0.99835,3.82997,45,50,0.5741,813,0.8088,0.6231,0.5869,19,56,506.6
161,round,7,1,-5.966502,-6.69203,0.725527,0.939028,3.815529,49,50,0.5814,813,0.8263,0.6931,0.6411,18,40,526.8
168,round,7,2,-6.107931,-6.741636,0.633705,0.89128,3.816458,49,50,0.6071,813,0.8252,0.7169,0.6475,18,40,526.9
175,round,8,1,-6.185023,-6.789791,0.604768,0.842322,3.816056,49,50,0.6394,813,0.8342,0.7188,0.6588,20,43,589.6
182,round,8,2,-6.40186,-6.822932,0.421072,0.769818,3.796375,48,50,0.6655,813,0.8444,0.745,0.6853,20,43,589.6
189,round,9,1,-6.072304,-6.893953,0.821648,0.715401,3.804677,49,50,0.6985,813,0.8536,0.7512,0.7028,19,41,599.0
196,round,9,2,-6.098789,-6.976985,0.878195,0.616939,3.796962,48,50,0.7414,813,0.8545,0.7431,0.6988,19,41,599.1
