step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
203,round,10,1,-6.274573,-6.983923,0.70935,0.561921,3.772922,46,49,0.7583,813,0.8598,0.7712,0.7232,19,47,623.9
210,round,10,2,-6.140047,-7.008957,0.86891,0.539464,3.77421,49,49,0.7853,813,0.8638,0.7638,0.7177,19,47,623.9
217,round,11,1,-6.298262,-7.031613,0.733351,0.48215,3.756882,48,50,0.7908,813,0.8659,0.7719,0.7381,20,48,684.5
224,round,11,2,-6.321343,-7.029261,0.707918,0.483075,3.756168,50,50,0.7847,813,0.8572,0.7419,0.6946,20,48,684.6
231,round,12,1,-6.299759,-7.078213,0.778454,0.447867,3.76304,49,49,0.8056,813,0.8645,0.7744,0.7248,20,79,725.0
238,round,12,2,-6.553555,-7.107802,0.554247,0.43549,3.771646,49,50,0.805,813,0.8694,0.7725,0.7303,20,79,725.0
245,round,13,1,-6.381615,-7.094959,0.713344,0.42151,3.758234,50,49,0.823,813,0.8679,0.7675,0.7236,20,79,765.5
252,round,13,2,-6.196018,-7.140704,0.944686,0.398543,3.769624,47,49,0.824,813,0.8662,0.7825,0.7272,20,79,765.6
259,round,14,1,-6.056434,-7.116151,1.059717,0.407168,3.76166,50,49,0.8302,813,0.8691,0.7794,0.7286,19,41,768.9
266,round,14,2,-6.627746,-7.117787,0.490041,0.387591,3.752689,47,49,0.849,813,0.8702,0.7844,0.7306,19,41,768.9
273,round,15,1,-6.498175,-7.138736,0.640561,0.372551,3.755643,50,49,0.8477,813,0.8698,0.7837,0.7401,18,85,789.1
280,round,15,2,-6.520071,-7.141503,0.621431,0.344313,3.742908,50,49,0.8536,813,0.8701,0.7756,0.7308,18,85,789.2
287,round,16,1,-6.359534,-7.139175,0.779641,0.354825,3.747,50,50,0.8532,813,0.8663,0.7738,0.7302,21,39,875.3
294,round,16,2,-6.170354,-7.165906,0.995552,0.340894,3.7534,50,50,0.8584,813,0.8669,0.7706,0.7309,21,39,875.4
301,round,17,1,-6.535706,-7.183695,0.647989,0.349688,3.766692,50,50,0.8617,813,0.8741,0.7906,0.7494,20,50,895.6
308,round,17,2,-6.488282,-7.173219,0.684937,0.329524,3.751371,50,50,0.8569,813,0.8695,0.7656,0.7311,20,50,895.7
315,round,18,1,-6.480043,-7.164664,0.684621,0.338669,3.751666,50,50,0.8611,813,0.8651,0.7706,0.7258,21,46,939.2
322,round,18,2,-6.507647,-7.187096,0.679449,0.323944,3.75552,50,50,0.8566,813,0.8638,0.7525,0.7124,21,46,939.3
329,round,19,1,-6.595887,-7.202594,0.606706,0.325038,3.763816,50,50,0.8705,813,0.8679,0.7756,0.7329,20,78,959.5
336,round,19,2,-6.722366,-7.145574,0.423208,0.294317,3.719945,50,50,0.865,813,0.8665,0.7644,0.7289,20,78,959.6
343,round,20,1,-6.284251,-7.184233,0.899982,0.291681,3.737957,50,50,0.8586,813,0.8657,0.77,0.7266,21,39,1005.6
350,round,20,2,-6.625039,-7.124067,0.499028,0.31984,3.721953,50,50,0.8624,813,0.8686,0.7731,0.7348,21,39,1005.7
357,round,21,1,-6.432141,-7.181632,0.749491,0.290353,3.735993,50,50,0.878,813,0.8686,0.7675,0.7272,20,39,1009.4
364,round,21,2,-6.422754,-7.219547,0.796793,0.268957,3.744252,49,50,0.8833,813,0.8711,0.7788,0.7388,20,39,1009.4
371,round,22,1,-6.705375,-7.241836,0.53646,0.289606,3.765721,50,50,0.867,813,0.8674,0.77,0.7241,19,80,1029.7
378,round,22,2,-6.644253,-7.220748,0.576495,0.299924,3.760336,50,50,0.8609,813,0.8689,0.7681,0.7285,19,80,1029.7
385,round,23,1,-6.491767,-7.204015,0.712248,0.329694,3.766855,50,50,0.8512,813,0.8661,0.7538,0.7283,20,40,1075.7
392,round,23,2,-6.686848,-7.214996,0.528148,0.321772,3.768384,50,50,0.8644,813,0.8706,0.7781,0.7379,20,40,1075.8
399,round,24,1,-6.499569,-7.198669,0.6991,0.328402,3.763536,50,50,0.8674,813,0.8681,0.7756,0.7307,20,43,1098.4
406,round,24,2,-6.778285,-7.171225,0.392941,0.334398,3.752812,50,50,0.8586,813,0.8633,0.7494,0.7076,20,43,1098.5
413,round,25,1,-6.744077,-7.192845,0.448768,0.319164,3.756005,50,50,0.8743,813,0.8661,0.7712,0.727,20,44,1139.0
420,round,25,2,-6.422549,-7.221335,0.798786,0.305163,3.763249,50,50,0.8687,813,0.8691,0.7775,0.7378,20,44,1139.0
