step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
7,pretrain,0,1,-1.963306,-1.963306,0.021505,3.891644,3.9033,17,50,0.0998,830,0.2922,0.1469,0.0281,,85,1.1
14,pretrain,0,2,-2.275122,-2.275122,0.69642,3.333121,3.738829,22,50,0.2422,830,0.4233,0.2275,0.0816,,85,1.2
21,pretrain,0,3,-2.95027,-2.95027,2.72172,2.454168,3.602959,26,50,0.4501,830,0.4675,0.2612,0.1304,,85,1.2
28,pretrain,0,4,-3.552897,-3.552897,5.156424,1.832064,3.589974,30,46,0.5554,830,0.5418,0.3444,0.2482,,85,1.3
35,pretrain,0,5,-4.016165,-4.016165,6.112619,1.332712,3.565918,38,46,0.6499,830,0.5661,0.345,0.2581,,85,1.3
42,pretrain,0,6,-4.347403,-4.347403,8.152656,0.916673,3.509384,39,37,0.7498,830,0.5854,0.3688,0.2835,,85,1.4
49,pretrain,0,7,-4.549066,-4.549066,8.927043,0.667931,3.477998,37,38,0.7854,830,0.598,0.3825,0.2959,,85,1.5
56,pretrain,0,8,-4.697009,-4.697009,9.439347,0.497212,3.462814,36,37,0.8543,830,0.607,0.3769,0.289,,85,1.5
63,pretrain,0,9,-4.803584,-4.803584,10.470107,0.361917,3.443667,38,35,0.8836,830,0.6215,0.4012,0.3194,,85,1.6
70,pretrain,0,10,-4.905582,-4.905582,10.421913,0.269142,3.449816,39,37,0.9092,830,0.6313,0.4325,0.3381,,85,1.7
77,round,1,1,-4.969981,-4.969981,10.894915,0.213243,3.455482,39,38,0.9303,830,0.6336,0.4512,0.356,,85,1.7
84,round,1,2,-5.074662,-5.074662,11.605468,0.183077,3.505159,39,38,0.9398,830,0.6437,0.4462,0.3662,,85,1.8
91,round,2,1,-5.027902,-5.027902,11.119552,0.150894,3.452531,38,37,0.946,830,0.6388,0.4487,0.3574,,85,1.9
98,round,2,2,-5.045851,-5.045851,11.566225,0.132182,3.452022,38,37,0.9572,830,0.6414,0.4531,0.3745,,85,1.9
105,round,3,1,-5.065357,-5.065357,12.168128,0.119144,3.456334,38,37,0.9474,830,0.6398,0.4587,0.3633,,85,2.0
112,round,3,2,-5.091502,-5.091502,12.491316,0.105371,3.464582,38,38,0.9572,830,0.6354,0.4581,0.3624,,85,2.1
119,round,4,1,-5.146798,-5.146798,12.290806,0.090009,3.491204,40,38,0.9627,830,0.645,0.4725,0.3918,,85,2.1
126,round,4,2,-5.194334,-5.194334,12.357612,0.10332,3.531769,40,39,0.9559,830,0.6347,0.4537,0.3581,,85,2.2
133,round,5,1,-5.104174,-5.104174,12.265011,0.102335,3.471006,40,39,0.9613,830,0.6371,0.4569,0.3576,,85,2.3
140,round,5,2,-5.152492,-5.152492,12.266629,0.102569,3.503374,40,39,0.9566,830,0.6483,0.4713,0.3614,,85,2.3
147,round,6,1,-5.078019,-5.078019,11.685805,0.104925,3.455296,39,38,0.9617,830,0.6424,0.4681,0.3611,,85,2.4
154,round,6,2,-5.102431,-5.102431,12.937972,0.092126,3.463038,38,38,0.9626,830,0.6314,0.4619,0.3592,,85,2.5
161,round,7,1,-5.165047,-5.165047,12.854676,0.078547,3.495729,38,38,0.9724,830,0.6424,0.4625,0.3743,,85,2.5
168,round,7,2,-5.158834,-5.158834,13.571549,0.075973,3.489872,39,39,0.9734,830,0.638,0.4631,0.3579,,85,2.6
175,round,8,1,-5.19588,-5.19588,13.321839,0.080609,3.517659,39,39,0.9728,830,0.6364,0.4606,0.3541,,85,2.7
182,round,8,2,-5.180962,-5.180962,13.992637,0.073075,3.502692,39,39,0.9753,830,0.6443,0.4813,0.3748,,85,2.7
189,round,9,1,-5.195196,-5.195196,13.632862,0.064865,3.506707,39,39,0.9764,830,0.6495,0.4944,0.3896,,85,2.8
196,round,9,2,-5.156414,-5.156414,12.910873,0.05714,3.475703,39,38,0.972,830,0.6399,0.475,0.3562,,85,2.9
203,round,10,1,-5.174113,-5.174113,13.395398,0.063758,3.491914,39,38,0.9753,830,0.6507,0.4938,0.3795,,85,2.9
