step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,same_class_pair_frac,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
21,pretrain,0,1,-1.353218,-1.353589,0.00037,2.706655,2.706829,11,15,0.0679,2620,0.6256,0.3418,0.3559,0.2326,,64,1.5
42,pretrain,0,2,-1.354139,-1.354337,0.000198,2.707708,2.70803,12,15,0.0761,2620,0.6198,0.4275,0.3542,0.235,,64,1.6
63,pretrain,0,3,-1.400353,-1.510628,0.110275,2.542031,2.701773,15,15,0.187,2620,0.6179,0.4716,0.392,0.3096,,64,1.8
84,pretrain,0,4,-1.553816,-1.883357,0.329541,2.163105,2.697641,15,15,0.1898,2620,0.6214,0.5477,0.4579,0.3538,,64,2.0
105,pretrain,0,5,-1.723002,-1.973902,0.2509,2.071487,2.696926,15,15,0.2528,2620,0.6248,0.6132,0.5573,0.4836,,64,2.2
126,pretrain,0,6,-1.893803,-2.26882,0.375018,1.769141,2.691974,14,15,0.3267,2620,0.616,0.6274,0.5556,0.4828,,64,2.3
147,pretrain,0,7,-2.01109,-2.426432,0.415341,1.609416,2.690565,14,15,0.3608,2620,0.626,0.6605,0.587,0.5028,,64,2.5
168,pretrain,0,8,-2.149492,-2.571122,0.42163,1.458998,2.686747,14,15,0.426,2620,0.6252,0.6784,0.613,0.5301,,64,2.7
189,pretrain,0,9,-2.216051,-2.68057,0.464519,1.331192,2.674508,15,15,0.4047,2620,0.6237,0.674,0.5807,0.4898,,64,2.9
210,pretrain,0,10,-2.315094,-2.740755,0.425661,1.263895,2.669766,15,15,0.4181,2620,0.626,0.6877,0.6171,0.5303,,64,3.0
231,round,1,1,-2.271642,-2.707026,0.435384,1.29878,2.670537,15,15,0.4402,2620,0.5813,0.6899,0.6161,0.5717,1,28,4.0
252,round,1,2,-2.346961,-2.757452,0.41049,1.255913,2.675577,15,15,0.47,2620,0.5744,0.6868,0.6261,0.5437,1,28,4.1
273,round,2,1,-2.3498,-2.788337,0.438537,1.215398,2.669156,15,15,0.4546,2620,0.5836,0.6903,0.6439,0.556,1,31,4.5
294,round,2,2,-2.435333,-2.84558,0.410247,1.14833,2.662606,15,15,0.456,2620,0.5744,0.6643,0.5941,0.538,1,31,4.7
315,round,3,1,-2.33182,-2.778173,0.446352,1.218704,2.664585,15,15,0.4156,2620,0.5576,0.6468,0.5639,0.4875,1,26,5.2
336,round,3,2,-2.405971,-2.790292,0.384321,1.222886,2.675452,15,15,0.4572,2620,0.563,0.6823,0.6298,0.5818,1,26,5.4
357,round,4,1,-2.441156,-2.808889,0.367733,1.195513,2.669602,15,15,0.4602,2620,0.5588,0.6425,0.598,0.5417,1,26,5.8
378,round,4,2,-2.482893,-2.852468,0.369576,1.153842,2.670874,15,15,0.4698,2620,0.5531,0.656,0.6126,0.5431,1,26,6.0
399,round,5,1,-2.525686,-2.869947,0.344261,1.127675,2.665081,15,15,0.4743,2620,0.5817,0.6653,0.6124,0.5366,1,29,6.5
420,round,5,2,-2.48274,-2.894411,0.411671,1.111919,2.670886,15,15,0.4968,2620,0.574,0.6586,0.6425,0.568,1,29,6.7
441,round,6,1,-2.493483,-2.915329,0.421845,1.08257,2.665266,15,15,0.4973,2620,0.5565,0.6587,0.6132,0.542,1,26,7.3
462,round,6,2,-2.541508,-2.937954,0.396447,1.055757,2.662474,15,15,0.5118,2620,0.5649,0.6575,0.6335,0.541,1,26,7.5
483,round,7,1,-2.558976,-2.959049,0.400073,1.031951,2.660666,15,15,0.5491,2620,0.5733,0.6618,0.5949,0.5477,1,29,8.1
504,round,7,2,-2.547914,-2.951342,0.403428,0.997563,2.632604,15,15,0.5478,2620,0.5725,0.6758,0.6234,0.5693,1,29,8.2
