step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,same_class_pair_frac,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
117,pretrain,0,1,-2.570344,-2.847233,0.276888,2.967284,3.876345,43,49,0.444,14975,0.9221,0.8017,0.6179,0.568,,85,2.2
234,pretrain,0,2,-4.110112,-4.707305,0.597193,1.022336,3.819761,49,50,0.616,14975,0.9211,0.8745,0.7454,0.7242,,85,3.4
351,pretrain,0,3,-4.505025,-4.978958,0.473933,0.749313,3.818847,50,50,0.6499,14975,0.9237,0.8711,0.7155,0.7025,,85,4.5
468,pretrain,0,4,-4.682324,-5.089808,0.407484,0.626664,3.810981,50,50,0.6823,14975,0.9243,0.8979,0.7746,0.7597,,85,5.7
585,pretrain,0,5,-4.749159,-5.125216,0.376057,0.590484,3.810466,50,50,0.7059,14975,0.9207,0.9012,0.7991,0.7907,,85,6.9
702,pretrain,0,6,-4.837704,-5.160756,0.323052,0.54742,3.80545,50,50,0.7164,14975,0.9246,0.903,0.784,0.769,,85,8.0
819,pretrain,0,7,-4.868655,-5.167903,0.299248,0.539658,3.805041,50,50,0.7193,14975,0.9208,0.9102,0.8082,0.7933,,85,9.2
936,pretrain,0,8,-4.914266,-5.188256,0.27399,0.523796,3.808034,50,50,0.7223,14975,0.9224,0.8984,0.7656,0.7579,,85,10.3
1053,pretrain,0,9,-4.909254,-5.189633,0.280378,0.51787,3.805001,50,50,0.7225,14975,0.9201,0.9074,0.815,0.8041,,85,11.5
1170,pretrain,0,10,-4.941663,-5.200193,0.25853,0.50798,3.805448,50,50,0.7192,14975,0.9233,0.906,0.7955,0.7917,,85,12.6
1287,round,1,1,-4.837364,-5.184351,0.346988,0.525664,3.806677,50,50,0.7327,14975,0.9176,0.9087,0.7947,0.7927,4,51,56.6
1404,round,1,2,-4.892245,-5.195549,0.303304,0.510775,3.804216,49,50,0.734,14975,0.9179,0.9098,0.794,0.7871,4,51,57.7
1521,round,2,1,-4.916584,-5.221893,0.305309,0.482386,3.802853,50,50,0.7491,14975,0.9226,0.9101,0.811,0.803,4,52,80.9
1638,round,2,2,-4.921437,-5.236027,0.31459,0.466351,3.801585,49,50,0.7625,14975,0.9221,0.9133,0.8279,0.8275,4,52,82.1
1755,round,3,1,-4.873521,-5.24622,0.372699,0.453129,3.799566,50,50,0.7639,14975,0.9201,0.9122,0.8128,0.8084,4,51,105.3
1872,round,3,2,-4.966381,-5.27113,0.304749,0.427493,3.799082,50,50,0.7719,14975,0.9206,0.9129,0.8074,0.805,4,51,106.5
1989,round,4,1,-4.953275,-5.281551,0.328275,0.416392,3.798628,50,50,0.7718,14975,0.9246,0.9064,0.7782,0.7791,4,51,130.0
2106,round,4,2,-4.988248,-5.284134,0.295886,0.411363,3.796998,50,50,0.7773,14975,0.9217,0.9029,0.7658,0.7656,4,51,131.1
2223,round,5,1,-5.034214,-5.294712,0.260498,0.402311,3.798015,49,50,0.7814,14975,0.9237,0.9129,0.8105,0.8124,4,54,154.7
2340,round,5,2,-5.036216,-5.297374,0.261158,0.400775,3.798767,49,50,0.7808,14975,0.92,0.9138,0.8112,0.8171,4,54,155.8
2457,round,6,1,-4.986049,-5.274978,0.288929,0.425861,3.800559,50,50,0.7769,14975,0.9217,0.9122,0.8031,0.8129,4,52,179.3
