step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,same_class_pair_frac,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
117,pretrain,0,1,-2.784508,-3.135556,0.351049,2.617202,3.835172,47,48,0.4779,14858,0.918,0.8258,0.6726,0.6378,,85,2.2
234,pretrain,0,2,-4.160173,-4.752542,0.592369,0.913004,3.777031,50,50,0.6582,14858,0.92,0.8869,0.7601,0.7376,,85,3.4
351,pretrain,0,3,-4.512411,-5.004557,0.492146,0.643102,3.765106,49,50,0.71,14858,0.92,0.8975,0.7785,0.7681,,85,4.5
468,pretrain,0,4,-4.695522,-5.084736,0.389214,0.563988,3.765816,50,50,0.7174,14858,0.9199,0.897,0.761,0.7528,,85,5.7
585,pretrain,0,5,-4.79428,-5.129402,0.335123,0.516744,3.764097,50,50,0.7378,14858,0.9231,0.907,0.805,0.7895,,85,6.9
702,pretrain,0,6,-4.838611,-5.150998,0.312387,0.492752,3.7625,50,50,0.7499,14858,0.9207,0.9167,0.8307,0.8151,,85,8.0
819,pretrain,0,7,-4.864589,-5.166938,0.302348,0.472148,3.759391,50,50,0.7517,14858,0.9155,0.9072,0.7815,0.7799,,85,9.2
936,pretrain,0,8,-4.91205,-5.188213,0.276163,0.454464,3.761784,50,50,0.7728,14858,0.9178,0.9147,0.7952,0.7881,,85,10.4
1053,pretrain,0,9,-4.936691,-5.20436,0.267669,0.432566,3.75795,50,50,0.7805,14858,0.9211,0.9199,0.838,0.8276,,85,11.5
1170,pretrain,0,10,-4.933615,-5.211883,0.278268,0.424211,3.757396,50,50,0.7767,14858,0.9204,0.9139,0.8083,0.7934,,85,12.7
1287,round,1,1,-4.873905,-5.212035,0.338129,0.42344,3.756983,49,50,0.781,14858,0.9208,0.9103,0.7825,0.7809,4,48,57.6
1404,round,1,2,-4.909808,-5.21475,0.304942,0.424319,3.759379,50,50,0.7834,14858,0.9182,0.9123,0.7913,0.7898,4,48,58.8
1521,round,2,1,-4.920206,-5.223957,0.303751,0.414811,3.759179,49,50,0.797,14858,0.9227,0.9158,0.8137,0.8071,4,50,81.8
1638,round,2,2,-4.914443,-5.226168,0.311725,0.40933,3.756999,50,50,0.787,14858,0.9192,0.915,0.8039,0.803,4,50,83.0
1755,round,3,1,-4.965551,-5.23836,0.272809,0.400248,3.759072,49,50,0.7899,14858,0.9204,0.9154,0.7902,0.795,4,46,106.5
1872,round,3,2,-4.980886,-5.235049,0.254164,0.399937,3.756657,50,50,0.7902,14858,0.9178,0.9149,0.7875,0.7936,4,46,107.6
1989,round,4,1,-4.971933,-5.244812,0.27288,0.39869,3.762335,50,50,0.7918,14858,0.9208,0.913,0.7808,0.788,4,50,131.1
2106,round,4,2,-4.976171,-5.245141,0.26897,0.395534,3.76045,50,50,0.7934,14858,0.9232,0.9184,0.8216,0.8141,4,50,132.3
2223,round,5,1,-4.944244,-5.238948,0.294705,0.402052,3.760667,50,50,0.795,14858,0.9213,0.9181,0.8235,0.8139,4,50,156.1
2340,round,5,2,-4.955078,-5.244785,0.289707,0.393044,3.758553,49,50,0.7887,14858,0.9213,0.9228,0.8344,0.8295,4,50,157.3
2457,round,6,1,-4.954658,-5.241712,0.287055,0.399622,3.76089,49,50,0.7993,14858,0.9174,0.9268,0.8377,0.8375,4,49,181.7
2574,round,6,2,-4.967261,-5.240073,0.272812,0.391865,3.754625,50,50,0.7967,14858,0.915,0.9197,0.8124,0.8101,4,49,182.9
2691,round,7,1,-4.997125,-5.253835,0.256709,0.384894,3.759152,50,50,0.8061,14858,0.9219,0.9134,0.7853,0.7819,4,49,206.4
2808,round,7,2,-4.959568,-5.242437,0.282869,0.395544,3.758654,49,50,0.8068,14858,0.915,0.9207,0.8168,0.8215,4,49,207.6
2925,round,8,1,-4.983312,-5.259636,0.276324,0.387173,3.764539,50,50,0.8062,14858,0.9174,0.9237,0.8311,0.8229,4,50,230.7
3042,round,8,2,-5.007323,-5.287679,0.280356,0.362545,3.766816,49,50,0.816,14858,0.9189,0.9246,0.8376,0.8324,4,50,231.8
3159,round,9,1,-4.993228,-5.289306,0.296078,0.352562,3.761246,50,50,0.8245,14858,0.9184,0.9222,0.8167,0.81,4,52,255.0
3276,round,9,2,-5.028039,-5.299609,0.27157,0.339969,3.759719,50,50,0.8248,14858,0.9174,0.923,0.8207,0.8138,4,52,256.1
3393,round,10,1,-5.050017,-5.315432,0.265416,0.338117,3.769033,50,50,0.8256,14858,0.9215,0.926,0.8262,0.8264,4,52,279.5
3510,round,10,2,-5.04211,-5.305321,0.263211,0.344438,3.766506,50,50,0.8173,14858,0.9207,0.9215,0.8067,0.8058,4,52,280.7
3627,round,11,1,-5.01955,-5.302025,0.282475,0.340239,3.761509,50,50,0.821,14858,0.9202,0.9247,0.8428,0.8335,4,51,304.4
3744,round,11,2,-5.033097,-5.303386,0.27029,0.339751,3.762091,49,50,0.8245,14858,0.9184,0.9297,0.845,0.846,4,51,305.6
3861,round,12,1,-5.055406,-5.312336,0.25693,0.332709,3.763364,50,50,0.8336,14858,0.9215,0.9281,0.8394,0.8429,4,48,328.7
3978,round,12,2,-5.055326,-5.311804,0.256479,0.339936,3.767827,49,50,0.836,14858,0.9198,0.9237,0.8294,0.8285,4,48,329.9
4095,round,13,1,-4.992279,-5.309066,0.316788,0.332674,3.76116,50,50,0.8295,14858,0.9198,0.9254,0.8445,0.8383,4,55,353.1
4212,round,13,2,-4.995481,-5.300066,0.304585,0.337927,3.758662,50,50,0.8314,14858,0.9198,0.9224,0.834,0.8268,4,55,354.3
4329,round,14,1,-4.984355,-5.305388,0.321033,0.340407,3.763864,48,50,0.8342,14858,0.9193,0.9308,0.8536,0.8539,4,49,378.1
4446,round,14,2,-5.024459,-5.305016,0.280557,0.336312,3.760885,50,50,0.8287,14858,0.9227,0.925,0.8334,0.829,4,49,379.2
