step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
161,round,7,1,-4.291666,-4.796359,0.504693,0.777881,3.71616,47,48,0.6728,810,0.8773,0.7475,0.7157,,85,2.5
168,round,7,2,-4.421433,-4.839644,0.418211,0.75005,3.726463,44,48,0.7043,810,0.8803,0.7494,0.7279,,85,2.6
175,round,8,1,-4.398301,-4.869816,0.471515,0.715158,3.723316,47,48,0.6982,810,0.8796,0.7375,0.7118,,85,2.7
182,round,8,2,-4.407709,-4.869619,0.461909,0.694289,3.709272,45,47,0.7085,810,0.8766,0.7219,0.6991,,85,2.7
189,round,9,1,-4.37287,-4.868331,0.49546,0.668489,3.691213,47,47,0.714,810,0.8773,0.7019,0.7007,,85,2.8
196,round,9,2,-4.357843,-4.869838,0.511995,0.690062,3.7066,44,47,0.7221,810,0.8854,0.7412,0.724,,85,2.9
203,round,10,1,-4.440974,-4.858808,0.417834,0.679495,3.692202,46,48,0.7163,810,0.878,0.72,0.697,,85,3.0
210,round,10,2,-4.228265,-4.893946,0.665681,0.67309,3.711358,44,48,0.7193,810,0.8815,0.735,0.7221,,85,3.0
217,round,11,1,-4.45256,-4.91361,0.461049,0.675121,3.72582,48,49,0.7208,810,0.8822,0.7206,0.7025,,85,3.1
224,round,11,2,-4.270754,-4.916371,0.645616,0.676133,3.728336,47,49,0.7244,810,0.8831,0.74,0.7137,,85,3.2
231,round,12,1,-4.377957,-4.891077,0.513121,0.698487,3.726376,46,49,0.7153,810,0.8836,0.7244,0.713,,85,3.2
238,round,12,2,-4.540756,-4.949057,0.408301,0.661211,3.740179,47,50,0.7229,810,0.887,0.735,0.7302,,85,3.3
245,round,13,1,-4.51943,-4.96084,0.44141,0.637468,3.732205,46,49,0.7365,810,0.8872,0.7212,0.7092,,85,3.4
252,round,13,2,-4.507366,-4.96693,0.459564,0.609898,3.717885,47,50,0.7315,810,0.8856,0.7269,0.7126,,85,3.4
259,round,14,1,-4.541626,-4.995727,0.454101,0.607479,3.735471,48,50,0.7309,810,0.8819,0.7275,0.7098,,85,3.5
266,round,14,2,-4.656153,-5.004906,0.348753,0.603647,3.739036,50,50,0.7182,810,0.8767,0.7169,0.696,,85,3.6
273,round,15,1,-4.610046,-5.018211,0.408165,0.590869,3.739386,49,50,0.7354,810,0.8823,0.7075,0.6871,,85,3.6
280,round,15,2,-4.510794,-5.02771,0.516916,0.558655,3.724244,47,50,0.7394,810,0.888,0.7444,0.7295,,85,3.7
287,round,16,1,-4.457306,-5.001842,0.544536,0.585743,3.725056,50,50,0.7377,810,0.8803,0.7238,0.7048,,85,3.8
294,round,16,2,-4.525932,-5.02455,0.498619,0.590788,3.743559,48,50,0.7351,810,0.8725,0.7006,0.6855,,85,3.8
301,round,17,1,-4.381469,-5.019869,0.6384,0.571136,3.727337,46,50,0.738,810,0.8876,0.7212,0.7189,,85,3.9
308,round,17,2,-4.657618,-5.000772,0.343154,0.589144,3.72661,49,50,0.7415,810,0.8765,0.6894,0.6813,,85,4.0
315,round,18,1,-4.415007,-5.039056,0.624049,0.56225,3.734204,47,50,0.7622,810,0.8853,0.73,0.7115,,85,4.0
322,round,18,2,-4.584853,-5.04403,0.459177,0.538502,3.721688,48,50,0.7569,810,0.8799,0.7069,0.6904,,85,4.1
329,round,19,1,-4.686553,-5.038263,0.35171,0.567759,3.737348,46,50,0.7552,810,0.8935,0.7475,0.7358,,85,4.2
336,round,19,2,-4.709644,-5.044272,0.334628,0.531856,3.717419,48,50,0.7643,810,0.8878,0.7369,0.7132,,85,4.2
343,round,20,1,-4.746764,-5.11217,0.365406,0.497021,3.73946,50,50,0.7745,810,0.8895,0.7344,0.7212,,85,4.3
350,round,20,2,-4.610604,-5.132221,0.521617,0.458887,3.727405,48,50,0.7776,810,0.8887,0.7256,0.7076,,85,4.4
