step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,same_class_pair_frac,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
21,pretrain,0,1,-2.032158,-2.032158,3.830331,1.894192,2.617567,15,15,0.721,2620,0.6233,0.3895,0.3205,0.1849,,64,1.5
42,pretrain,0,2,-3.612631,-3.612631,11.203758,0.325039,2.625113,15,15,0.9524,2620,0.6206,0.4933,0.4145,0.2845,,64,1.7
63,pretrain,0,3,-3.892114,-3.892114,13.033771,0.085825,2.651959,15,15,0.9708,2620,0.6176,0.5139,0.4463,0.2965,,64,1.9
84,pretrain,0,4,-3.909821,-3.909821,13.625617,0.062761,2.648388,15,15,0.9813,2620,0.6187,0.5276,0.4207,0.3048,,64,2.0
105,pretrain,0,5,-3.908752,-3.908752,13.596389,0.051386,2.640092,15,15,0.9816,2620,0.6187,0.5265,0.4419,0.3007,,64,2.2
126,pretrain,0,6,-3.922776,-3.922776,13.744861,0.045039,2.64521,15,15,0.9845,2620,0.6115,0.5255,0.4429,0.2988,,64,2.4
147,pretrain,0,7,-3.931777,-3.931777,13.783467,0.040926,2.648469,15,15,0.9851,2620,0.6237,0.5395,0.4288,0.3152,,64,2.6
168,pretrain,0,8,-3.938251,-3.938251,13.719417,0.035481,2.649155,15,15,0.9856,2620,0.6244,0.5318,0.4338,0.3019,,64,2.8
189,pretrain,0,9,-3.965721,-3.965721,14.218074,0.031934,2.665103,15,15,0.9852,2620,0.6267,0.5257,0.439,0.2894,,64,3.0
210,pretrain,0,10,-3.935369,-3.935369,14.272806,0.03446,2.646553,15,15,0.9883,2620,0.6359,0.5358,0.4361,0.3076,,64,3.2
231,round,1,1,-3.94489,-3.94489,15.548266,0.031769,2.651106,15,15,0.9888,2620,0.5531,0.5422,0.4353,0.3119,1,25,3.7
252,round,1,2,-3.944014,-3.944014,15.515623,0.025669,2.646455,15,15,0.9907,2620,0.5374,0.5359,0.4494,0.3109,1,25,3.9
273,round,2,1,-3.96149,-3.96149,15.406182,0.026154,2.65843,15,15,0.9908,2620,0.5286,0.5545,0.476,0.3358,1,24,4.8
294,round,2,2,-3.947458,-3.947458,15.258137,0.025512,2.648647,15,15,0.9896,2620,0.5317,0.5482,0.4627,0.3419,1,24,5.0
315,round,3,1,-3.952502,-3.952502,14.979238,0.021142,2.649096,15,15,0.9905,2620,0.5481,0.5456,0.4589,0.3247,1,25,5.6
336,round,3,2,-3.954999,-3.954999,15.304537,0.021323,2.650881,15,15,0.9905,2620,0.5374,0.5378,0.4475,0.3128,1,25,5.8
357,round,4,1,-3.930982,-3.930982,15.032333,0.020103,2.634056,15,15,0.992,2620,0.5592,0.5404,0.4612,0.3167,1,27,6.7
378,round,4,2,-3.956438,-3.956438,15.321061,0.018877,2.65021,15,15,0.9912,2620,0.558,0.5431,0.4764,0.3267,1,27,6.8
399,round,5,1,-3.918411,-3.918411,15.439037,0.022433,2.62723,15,15,0.991,2620,0.5355,0.5398,0.4716,0.319,1,23,7.7
420,round,5,2,-3.939099,-3.939099,15.516309,0.020055,2.639436,15,15,0.993,2620,0.5244,0.5284,0.454,0.3061,1,23,7.9
441,round,6,1,-3.940534,-3.940534,15.41012,0.014404,2.636626,15,15,0.9941,2620,0.5363,0.5374,0.4806,0.3326,1,24,8.6
462,round,6,2,-3.930316,-3.930316,15.564423,0.014337,2.629769,15,15,0.9933,2620,0.534,0.5436,0.486,0.3352,1,24,8.7
483,round,7,1,-3.956273,-3.956273,15.683396,0.015877,2.6481,15,15,0.9922,2620,0.5466,0.5291,0.4519,0.3055,1,25,9.3
504,round,7,2,-3.978872,-3.978872,15.996454,0.015436,2.662872,15,15,0.9944,2620,0.5286,0.5291,0.4702,0.3199,1,25,9.5
525,round,8,1,-3.965577,-3.965577,15.495309,0.013878,2.65297,15,15,0.9941,2620,0.5294,0.5328,0.4945,0.338,1,24,10.1
546,round,8,2,-3.953234,-3.953234,15.375472,0.013898,2.644755,15,15,0.9952,2620,0.529,0.5432,0.4633,0.3407,1,24,10.3
567,round,9,1,-3.955955,-3.955955,15.648023,0.015135,2.647394,15,15,0.9937,2620,0.5099,0.5349,0.4789,0.3178,1,24,10.6
588,round,9,2,-3.97774,-3.97774,15.806868,0.013054,2.660529,15,15,0.9956,2620,0.5321,0.5473,0.4648,0.3283,1,24,10.8
609,round,10,1,-3.928675,-3.928675,15.785167,0.012785,2.62764,15,15,0.9952,2620,0.5466,0.5236,0.4689,0.3045,1,22,11.1
630,round,10,2,-3.966273,-3.966273,15.834304,0.014495,2.653845,15,15,0.9941,2620,0.545,0.532,0.4643,0.3152,1,22,11.2
651,round,11,1,-3.955213,-3.955213,15.343967,0.015159,2.646914,15,15,0.9948,2620,0.5412,0.5283,0.4517,0.3049,1,26,11.8
672,round,11,2,-3.963533,-3.963533,15.303593,0.012015,2.650365,15,15,0.9939,2620,0.5336,0.5363,0.4901,0.342,1,26,11.9
693,round,12,1,-3.945707,-3.945707,15.55534,0.010783,2.63766,15,15,0.9959,2620,0.5321,0.5306,0.4685,0.3139,1,23,12.3
714,round,12,2,-3.979471,-3.979471,15.735949,0.01092,2.66026,15,15,0.9963,2620,0.534,0.5227,0.4708,0.3005,1,23,12.5
735,round,13,1,-3.941582,-3.941582,15.724654,0.013626,2.636805,15,15,0.9946,2620,0.5485,0.4954,0.4168,0.2613,1,27,12.8
756,round,13,2,-3.942099,-3.942099,15.677995,0.013637,2.637157,15,15,0.9946,2620,0.5485,0.5082,0.4668,0.287,1,27,13.0
777,round,14,1,-3.979695,-3.979695,15.406914,0.010286,2.659987,15,15,0.9954,2620,0.524,0.5236,0.4671,0.2991,1,22,13.8
798,round,14,2,-3.970464,-3.970464,15.778682,0.00955,2.653343,15,15,0.9961,2620,0.5347,0.5366,0.4781,0.3254,1,22,14.0
819,round,15,1,-3.957214,-3.957214,15.796753,0.01115,2.645576,15,15,0.9949,2620,0.5275,0.5139,0.4712,0.2909,1,23,14.8
840,round,15,2,-3.946425,-3.946425,15.856174,0.010397,2.637882,15,15,0.9953,2620,0.5385,0.5243,0.4895,0.3063,1,23,14.9
861,round,16,1,-3.927157,-3.927157,15.926847,0.01165,2.625871,15,15,0.9958,2620,0.5511,0.5043,0.4415,0.271,1,25,15.5
882,round,16,2,-3.953682,-3.953682,15.422714,0.00977,2.642302,15,15,0.9956,2620,0.5645,0.5136,0.4589,0.2858,1,25,15.6
