step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,same_class_pair_frac,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
117,pretrain,0,1,-4.313089,-4.313089,8.056457,1.01174,3.549886,39,36,0.9531,14942,0.9209,0.6192,0.4734,0.3812,,85,2.2
234,pretrain,0,2,-5.131322,-5.131322,11.799865,0.083206,3.476352,37,37,0.9751,14942,0.9216,0.6625,0.5567,0.446,,85,3.4
351,pretrain,0,3,-5.190085,-5.190085,11.801197,0.050507,3.493728,38,38,0.9823,14942,0.9216,0.6768,0.568,0.4533,,85,4.6
468,pretrain,0,4,-5.214527,-5.214527,11.55914,0.036093,3.500413,38,38,0.9861,14942,0.919,0.6881,0.573,0.4775,,85,5.8
585,pretrain,0,5,-5.218664,-5.218664,11.392759,0.030902,3.499711,38,37,0.9864,14942,0.92,0.6902,0.5827,0.4827,,85,6.9
702,pretrain,0,6,-5.185612,-5.185612,11.462873,0.026502,3.474743,37,34,0.9905,14942,0.9192,0.7028,0.5947,0.4837,,85,8.1
819,pretrain,0,7,-5.158448,-5.158448,10.662653,0.020958,3.452937,37,37,0.9917,14942,0.9229,0.7147,0.6115,0.5115,,85,9.3
936,pretrain,0,8,-5.223759,-5.223759,11.169246,0.021253,3.496675,37,37,0.9928,14942,0.9208,0.7111,0.613,0.5121,,85,10.4
1053,pretrain,0,9,-5.219917,-5.219917,11.183363,0.016923,3.491226,37,37,0.9934,14942,0.9188,0.7181,0.639,0.5409,,85,11.6
1170,pretrain,0,10,-5.242505,-5.242505,10.626464,0.014826,3.504887,37,37,0.9941,14942,0.9195,0.7342,0.6612,0.5693,,85,12.8
1287,round,1,1,-5.242727,-5.242727,10.988606,0.013177,3.503936,37,37,0.995,14942,0.9216,0.7421,0.6471,0.5665,3,45,54.4
1404,round,1,2,-5.236946,-5.236946,10.390809,0.01137,3.498877,37,37,0.9949,14942,0.9224,0.7427,0.6569,0.5643,3,45,55.6
1521,round,2,1,-5.241325,-5.241325,10.487574,0.011721,3.502031,37,37,0.9955,14942,0.9196,0.7545,0.6752,0.5986,3,48,97.1
1638,round,2,2,-5.248562,-5.248562,10.954491,0.012102,3.507109,37,37,0.9945,14942,0.9195,0.7217,0.6159,0.5282,3,48,98.3
1755,round,3,1,-5.242178,-5.242178,10.997313,0.012754,3.503288,37,37,0.9936,14942,0.9197,0.7096,0.6077,0.4944,3,49,139.8
1872,round,3,2,-5.237116,-5.237116,10.732329,0.009973,3.498059,37,37,0.9958,14942,0.9199,0.7403,0.6573,0.5725,3,49,141.0
1989,round,4,1,-5.249664,-5.249664,10.797175,0.009179,3.505895,37,37,0.9964,14942,0.9188,0.7511,0.6829,0.6012,3,53,182.5
2106,round,4,2,-5.246353,-5.246353,10.913199,0.009555,3.503939,37,37,0.9954,14942,0.9234,0.7179,0.634,0.5267,3,53,183.7
2223,round,5,1,-5.240769,-5.240769,10.808554,0.00892,3.499792,37,37,0.9966,14942,0.9228,0.7361,0.6641,0.5769,3,46,225.2
2340,round,5,2,-5.244581,-5.244581,10.623457,0.008316,3.501931,37,37,0.9963,14942,0.9198,0.7212,0.6391,0.5376,3,46,226.3
2457,round,6,1,-5.245472,-5.245472,10.50161,0.00788,3.502235,37,37,0.9965,14942,0.9212,0.7304,0.6409,0.5253,3,48,267.8
2574,round,6,2,-5.236336,-5.236336,10.894893,0.00804,3.496251,37,37,0.9968,14942,0.9238,0.7304,0.6247,0.5349,3,48,269.0
2691,round,7,1,-5.245633,-5.245633,10.480161,0.008197,3.502554,37,37,0.997,14942,0.9205,0.748,0.6634,0.58,3,50,310.5
2808,round,7,2,-5.25593,-5.25593,10.123156,0.00671,3.508427,37,37,0.9975,14942,0.9184,0.7496,0.6746,0.5979,3,50,311.7
2925,round,8,1,-5.244699,-5.244699,10.248892,0.007128,3.501218,37,37,0.9974,14942,0.922,0.7457,0.6528,0.5615,3,47,337.6
3042,round,8,2,-5.218772,-5.218772,10.710293,0.00651,3.483521,37,37,0.9977,14942,0.9202,0.7401,0.6536,0.5605,3,47,338.7
3159,round,9,1,-5.248427,-5.248427,10.629421,0.00664,3.503378,37,36,0.9975,14942,0.922,0.7467,0.6723,0.5803,3,48,380.2
3276,round,9,2,-5.25851,-5.25851,10.89433,0.005591,3.509401,37,37,0.9972,14942,0.9185,0.736,0.6623,0.5697,3,48,381.4
3393,round,10,1,-5.255106,-5.255106,10.898572,0.005736,3.507228,37,37,0.9977,14942,0.9204,0.7402,0.6688,0.5758,3,46,422.9
3510,round,10,2,-5.236072,-5.236072,10.826684,0.005796,3.494579,37,37,0.9976,14942,0.9228,0.729,0.6422,0.5358,3,46,424.1
3627,round,11,1,-5.255087,-5.255087,10.9728,0.006133,3.50748,37,37,0.9978,14942,0.9223,0.7391,0.6553,0.5556,3,46,465.7
3744,round,11,2,-5.265202,-5.265202,11.022812,0.005059,3.513507,37,37,0.9975,14942,0.9228,0.7306,0.651,0.5535,3,46,466.9
3861,round,12,1,-5.252663,-5.252663,10.9093,0.005894,3.505705,37,37,0.998,14942,0.9183,0.7444,0.6665,0.578,3,45,494.1
3978,round,12,2,-5.248564,-5.248564,11.075601,0.005548,3.502742,37,37,0.9979,14942,0.9234,0.733,0.6533,0.5545,3,45,495.3
4095,round,13,1,-5.253286,-5.253286,10.990435,0.005277,3.505709,37,37,0.9978,14942,0.9243,0.7311,0.6464,0.5463,3,46,523.0
4212,round,13,2,-5.255687,-5.255687,10.509789,0.00438,3.506712,37,37,0.9981,14942,0.9245,0.7497,0.6831,0.5968,3,46,524.2
4329,round,14,1,-5.27153,-5.27153,10.45175,0.004365,3.517263,37,37,0.9983,14942,0.9216,0.746,0.6665,0.5661,3,47,550.8
4446,round,14,2,-5.264455,-5.264455,10.419062,0.00441,3.512577,37,37,0.9985,14942,0.9186,0.7635,0.6921,0.6064,3,47,552.0
4563,round,15,1,-5.25823,-5.25823,10.52575,0.004278,3.508338,37,37,0.9982,14942,0.9205,0.7452,0.6569,0.5628,3,46,589.2
4680,round,15,2,-5.263435,-5.263435,10.719023,0.004033,3.511645,37,37,0.9984,14942,0.9213,0.7442,0.6485,0.5611,3,46,590.4
4797,round,16,1,-5.267121,-5.267121,11.115768,0.004063,3.514123,37,37,0.9984,14942,0.9219,0.7483,0.6756,0.5817,3,47,615.5
4914,round,16,2,-5.24507,-5.24507,10.805395,0.003933,3.499335,37,37,0.9983,14942,0.9227,0.7477,0.6842,0.5904,3,47,616.7
5031,round,17,1,-5.257765,-5.257765,10.336127,0.003962,3.507818,37,37,0.9982,14942,0.9206,0.7491,0.6838,0.5792,3,46,642.2
