step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
7,pretrain,0,1,-1.955611,-1.955911,0.0003,3.911355,3.91151,23,50,0.0207,830,0.3858,0.225,0.0514,,85,1.1
14,pretrain,0,2,-1.956071,-1.956189,0.000118,3.911788,3.911985,37,50,0.0216,830,0.5706,0.3106,0.1964,,85,1.2
21,pretrain,0,3,-1.960675,-1.969568,0.008893,3.896811,3.910919,17,50,0.0384,830,0.4384,0.1994,0.0654,,85,1.2
28,pretrain,0,4,-2.085905,-2.210267,0.124362,3.616566,3.884555,21,50,0.0892,830,0.5624,0.2794,0.1698,,85,1.3
35,pretrain,0,5,-2.396225,-2.620203,0.223978,3.099975,3.813452,34,49,0.1195,830,0.5862,0.3488,0.218,,85,1.3
42,pretrain,0,6,-2.716449,-2.908171,0.191722,2.818725,3.817931,28,49,0.1864,830,0.6273,0.4031,0.3014,,85,1.4
49,pretrain,0,7,-2.817842,-3.156515,0.338673,2.557788,3.809535,28,49,0.2366,830,0.6997,0.4569,0.3742,,85,1.5
56,pretrain,0,8,-3.018209,-3.382402,0.364193,2.326492,3.805929,33,48,0.2577,830,0.728,0.4963,0.4008,,85,1.5
63,pretrain,0,9,-3.257844,-3.617185,0.359342,2.093655,3.807227,35,50,0.3025,830,0.7615,0.5275,0.4398,,85,1.6
70,pretrain,0,10,-3.421776,-3.836264,0.414488,1.846377,3.788428,37,48,0.3622,830,0.7719,0.5575,0.4796,,85,1.7
77,round,1,1,-3.616988,-4.02286,0.405872,1.645841,3.779134,37,50,0.4125,830,0.7953,0.6006,0.5243,,85,1.7
84,round,1,2,-3.81968,-4.171478,0.351798,1.483242,3.769814,39,47,0.4731,830,0.7987,0.5831,0.5227,,85,1.8
91,round,2,1,-3.952215,-4.326358,0.374143,1.264258,3.727077,34,46,0.5208,830,0.8156,0.5844,0.5344,,85,1.9
98,round,2,2,-3.879655,-4.391801,0.512146,1.126327,3.678752,40,46,0.5635,830,0.8505,0.6794,0.634,,85,1.9
105,round,3,1,-4.137094,-4.492672,0.355578,1.064773,3.704963,39,49,0.5901,830,0.8589,0.7075,0.6577,,85,2.0
112,round,3,2,-4.038769,-4.575339,0.53657,0.950608,3.683965,37,47,0.6622,830,0.8742,0.7275,0.6748,,85,2.1
119,round,4,1,-4.290903,-4.6687,0.377797,0.819963,3.659109,44,47,0.6712,830,0.878,0.7356,0.6893,,85,2.1
126,round,4,2,-4.364849,-4.747242,0.382393,0.760363,3.671737,40,46,0.6913,830,0.8906,0.7544,0.7101,,85,2.2
133,round,5,1,-4.417712,-4.772138,0.354426,0.725655,3.665195,45,47,0.7085,830,0.8974,0.7812,0.7299,,85,2.3
140,round,5,2,-4.286386,-4.835582,0.549196,0.674151,3.673156,43,48,0.7243,830,0.8904,0.7819,0.7211,,85,2.3
147,round,6,1,-4.278566,-4.87958,0.601014,0.667134,3.697809,45,47,0.7253,830,0.8979,0.7944,0.7472,,85,2.4
154,round,6,2,-4.37246,-4.94236,0.5699,0.648919,3.727519,46,48,0.7092,830,0.8959,0.7669,0.747,,85,2.5
161,round,7,1,-4.576619,-4.9547,0.378081,0.681696,3.757597,47,47,0.7299,830,0.9031,0.8156,0.7937,,85,2.5
168,round,7,2,-4.479935,-4.962405,0.48247,0.641202,3.735738,48,48,0.7267,830,0.8923,0.7688,0.7579,,85,2.6
175,round,8,1,-4.320283,-4.946459,0.626176,0.643682,3.726761,47,46,0.7299,830,0.8948,0.7794,0.7542,,85,2.7
182,round,8,2,-4.458611,-4.95863,0.500019,0.58899,3.698413,44,46,0.7568,830,0.907,0.805,0.7897,,85,2.7
189,round,9,1,-4.374656,-4.98275,0.608094,0.589549,3.714866,46,46,0.7499,830,0.9083,0.8063,0.792,,85,2.8
196,round,9,2,-4.389248,-4.986848,0.5976,0.62241,3.739506,47,48,0.7536,830,0.9076,0.8025,0.7857,,85,2.9
203,round,10,1,-4.617298,-5.023098,0.4058,0.588104,3.740801,46,49,0.7666,830,0.909,0.805,0.7928,,85,2.9
210,round,10,2,-4.622322,-5.07502,0.452698,0.545873,3.747262,46,49,0.7642,830,0.9102,0.8269,0.804,,85,3.0
217,round,11,1,-4.671986,-5.073431,0.401445,0.546129,3.746373,47,49,0.762,830,0.913,0.8094,0.7963,,85,3.1
224,round,11,2,-4.512901,-5.105362,0.592461,0.515311,3.747116,48,48,0.7722,830,0.9094,0.8013,0.7877,,85,3.1
231,round,12,1,-4.549637,-5.086339,0.536701,0.539322,3.75044,49,48,0.7632,830,0.9046,0.7963,0.776,,85,3.2
238,round,12,2,-4.513943,-5.057301,0.543357,0.555419,3.741813,48,49,0.7557,830,0.9071,0.8037,0.7797,,85,3.3
245,round,13,1,-4.683465,-5.055427,0.371962,0.554567,3.739997,47,48,0.7682,830,0.9084,0.8181,0.7978,,85,3.3
252,round,13,2,-4.663038,-5.083599,0.420561,0.540398,3.749332,48,49,0.7782,830,0.9099,0.8194,0.8008,,85,3.4
259,round,14,1,-4.596406,-5.116202,0.519795,0.503898,3.746733,48,48,0.777,830,0.9059,0.8,0.7808,,85,3.5
266,round,14,2,-4.601891,-5.121168,0.519277,0.502796,3.749309,48,48,0.7816,830,0.9063,0.8006,0.7852,,85,3.5
273,round,15,1,-4.695734,-5.116018,0.420284,0.5182,3.756145,50,49,0.7765,830,0.8982,0.7863,0.7664,,85,3.6
280,round,15,2,-4.692215,-5.147631,0.455416,0.488472,3.757402,50,49,0.7876,830,0.9051,0.7981,0.7857,,85,3.7
287,round,16,1,-4.753369,-5.157807,0.404439,0.454501,3.741539,49,49,0.795,830,0.9079,0.8106,0.7845,,85,3.8
294,round,16,2,-4.640383,-5.173342,0.532959,0.464117,3.758306,48,49,0.7934,830,0.9092,0.8075,0.7901,,85,3.8
301,round,17,1,-4.574703,-5.149241,0.574538,0.464622,3.742575,48,49,0.7947,830,0.9024,0.7894,0.7766,,85,3.9
308,round,17,2,-4.739649,-5.115947,0.376298,0.476164,3.728074,49,49,0.7794,830,0.9042,0.8075,0.7878,,85,4.0
315,round,18,1,-4.562062,-5.15949,0.597428,0.482809,3.761533,50,49,0.7924,830,0.8985,0.78,0.7615,,85,4.0
322,round,18,2,-4.636544,-5.176458,0.539914,0.459036,3.756996,48,49,0.7976,830,0.9052,0.7994,0.7826,,85,4.1
329,round,19,1,-4.673773,-5.149608,0.475835,0.474995,3.749736,49,49,0.7903,830,0.9057,0.795,0.7809,,85,4.2
336,round,19,2,-4.763653,-5.115289,0.351636,0.488423,3.735808,50,48,0.796,830,0.8974,0.7625,0.7485,,85,4.2
343,round,20,1,-4.527624,-5.155679,0.628056,0.432309,3.725326,48,49,0.8111,830,0.9018,0.7969,0.7728,,85,4.3
350,round,20,2,-4.492884,-5.138875,0.645991,0.434543,3.715612,49,49,0.798,830,0.8982,0.76,0.7447,,85,4.4
