step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,same_class_pair_frac,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
117,pretrain,0,1,-2.570344,-2.847233,0.276888,2.967284,3.876345,43,49,0.444,14975,0.9221,0.8017,0.6179,0.568,,85,2.2
234,pretrain,0,2,-4.110112,-4.707305,0.597193,1.022336,3.819761,49,50,0.616,14975,0.9211,0.8745,0.7454,0.7242,,85,3.2
351,pretrain,0,3,-4.505025,-4.978958,0.473933,0.749313,3.818847,50,50,0.6499,14975,0.9237,0.8711,0.7155,0.7025,,85,4.2
468,pretrain,0,4,-4.682324,-5.089808,0.407484,0.626664,3.810981,50,50,0.6823,14975,0.9243,0.8979,0.7746,0.7597,,85,5.0
585,pretrain,0,5,-4.749159,-5.125216,0.376057,0.590484,3.810466,50,50,0.7059,14975,0.9207,0.9012,0.7991,0.7907,,85,5.8
702,pretrain,0,6,-4.837704,-5.160756,0.323052,0.54742,3.80545,50,50,0.7164,14975,0.9246,0.903,0.784,0.769,,85,6.7
819,pretrain,0,7,-4.868655,-5.167903,0.299248,0.539658,3.805041,50,50,0.7193,14975,0.9208,0.9102,0.8082,0.7933,,85,7.8
936,pretrain,0,8,-4.914266,-5.188256,0.27399,0.523796,3.808034,50,50,0.7223,14975,0.9224,0.8984,0.7656,0.7579,,85,8.9
1053,pretrain,0,9,-4.909254,-5.189633,0.280378,0.51787,3.805001,50,50,0.7225,14975,0.9201,0.9074,0.815,0.8041,,85,9.8
1170,pretrain,0,10,-4.941663,-5.200193,0.25853,0.50798,3.805448,50,50,0.7192,14975,0.9233,0.906,0.7955,0.7917,,85,11.0
1287,round,1,1,-4.837364,-5.184351,0.346988,0.525664,3.806677,50,50,0.7327,14975,0.9176,0.9087,0.7947,0.7927,4,51,255.2
1404,round,1,2,-4.892245,-5.195549,0.303304,0.510775,3.804216,49,50,0.734,14975,0.9179,0.9098,0.794,0.7871,4,51,256.5
1521,round,2,1,-4.916584,-5.221893,0.305309,0.482386,3.802853,50,50,0.7491,14975,0.9226,0.9101,0.811,0.803,4,52,379.7
1638,round,2,2,-4.921437,-5.236027,0.31459,0.466351,3.801585,49,50,0.7625,14975,0.9221,0.9133,0.8279,0.8275,4,52,380.6
1755,round,3,1,-4.873521,-5.24622,0.372699,0.453129,3.799566,50,50,0.7639,14975,0.9201,0.9122,0.8128,0.8084,4,51,503.6
1872,round,3,2,-4.966381,-5.27113,0.304749,0.427493,3.799082,50,50,0.7719,14975,0.9206,0.9129,0.8074,0.805,4,51,504.4
1989,round,4,1,-4.953275,-5.281551,0.328275,0.416392,3.798628,50,50,0.7718,14975,0.9246,0.9064,0.7782,0.7791,4,51,627.8
2106,round,4,2,-4.988248,-5.284134,0.295886,0.411363,3.796998,50,50,0.7773,14975,0.9217,0.9029,0.7658,0.7656,4,51,628.7
2223,round,5,1,-5.034214,-5.294712,0.260498,0.402311,3.798015,49,50,0.7814,14975,0.9237,0.9129,0.8105,0.8124,4,54,752.1
2340,round,5,2,-5.036216,-5.297374,0.261158,0.400775,3.798767,49,50,0.7808,14975,0.92,0.9138,0.8112,0.8171,4,54,752.9
2457,round,6,1,-5.003754,-5.287204,0.28345,0.409169,3.797582,50,50,0.7831,14975,0.9217,0.9136,0.8126,0.8142,3,69,874.0
2574,round,6,2,-4.97435,-5.284618,0.310268,0.413266,3.79859,50,50,0.7814,14975,0.9209,0.9151,0.8221,0.8152,3,69,874.8
2691,round,7,1,-5.011712,-5.295662,0.28395,0.401839,3.798334,50,50,0.7823,14975,0.9217,0.9154,0.8086,0.809,3,69,1116.6
2808,round,7,2,-5.042895,-5.304175,0.261279,0.396862,3.800691,50,50,0.7781,14975,0.9219,0.9107,0.7805,0.7855,3,69,1117.5
2925,round,8,1,-5.023484,-5.303231,0.279747,0.395544,3.799184,50,50,0.7845,14975,0.9201,0.9101,0.7864,0.786,4,52,1361.2
3042,round,8,2,-5.029429,-5.301753,0.272324,0.396634,3.798925,50,50,0.7816,14975,0.9192,0.9162,0.8201,0.819,4,52,1362.3
3159,round,9,1,-5.029142,-5.296096,0.266955,0.397831,3.795952,50,50,0.7814,14975,0.9214,0.9149,0.8168,0.8157,3,65,1483.8
3276,round,9,2,-5.044562,-5.304345,0.259783,0.391752,3.797398,50,50,0.7849,14975,0.9244,0.9166,0.8179,0.8193,3,65,1485.0
3393,round,10,1,-5.032085,-5.303973,0.271889,0.395642,3.799744,50,50,0.7845,14975,0.9233,0.9224,0.8381,0.8384,4,53,1729.3
3510,round,10,2,-5.046073,-5.304282,0.258209,0.393767,3.7987,50,50,0.7775,14975,0.9229,0.919,0.819,0.8261,4,53,1730.4
3627,round,11,1,-5.067584,-5.307788,0.240204,0.394164,3.801301,50,50,0.7887,14975,0.923,0.9229,0.8435,0.8445,4,55,1854.2
3744,round,11,2,-5.055243,-5.306653,0.25141,0.39118,3.798555,50,50,0.7892,14975,0.9197,0.9236,0.8488,0.8464,4,55,1855.4
3861,round,12,1,-4.999673,-5.301338,0.301665,0.392432,3.795847,50,50,0.8001,14975,0.9213,0.9171,0.8139,0.8122,4,54,1979.8
3978,round,12,2,-5.021567,-5.309711,0.288144,0.384591,3.796201,50,50,0.7986,14975,0.9199,0.9185,0.8156,0.8121,4,54,1980.9
4095,round,13,1,-5.007398,-5.300616,0.293219,0.390657,3.794182,50,50,0.7949,14975,0.9211,0.9185,0.8141,0.821,4,49,2104.6
4212,round,13,2,-5.037952,-5.313518,0.275566,0.380804,3.796215,50,50,0.8112,14975,0.9201,0.9204,0.8293,0.8242,4,49,2105.8
4329,round,14,1,-5.040205,-5.316106,0.275901,0.378517,3.796415,48,50,0.8107,14975,0.9212,0.9295,0.8589,0.8608,4,52,2229.5
4446,round,14,2,-5.017658,-5.314517,0.296859,0.379708,3.79615,50,50,0.8004,14975,0.9251,0.9305,0.8741,0.8717,4,52,2230.6
4563,round,15,1,-4.99536,-5.311564,0.316204,0.378105,3.793113,50,50,0.8037,14975,0.9187,0.924,0.8473,0.8463,4,51,2354.8
4680,round,15,2,-5.035271,-5.318409,0.283138,0.37503,3.795626,50,50,0.8033,14975,0.9231,0.9203,0.8352,0.8237,4,51,2356.0
4797,round,16,1,-5.045363,-5.32076,0.275397,0.368022,3.792521,50,50,0.8014,14975,0.9208,0.9198,0.8197,0.8225,4,50,2479.4
4914,round,16,2,-5.066535,-5.31934,0.252805,0.373926,3.795511,50,50,0.8078,14975,0.9224,0.924,0.8483,0.8466,4,50,2480.5
5031,round,17,1,-5.044068,-5.320067,0.276,0.369627,3.79313,48,50,0.8023,14975,0.9252,0.9264,0.8561,0.8499,4,49,2604.1
5148,round,17,2,-5.067631,-5.323922,0.256291,0.368335,3.794837,50,50,0.801,14975,0.9232,0.9209,0.8197,0.823,4,49,2605.3
5265,round,18,1,-5.055466,-5.32084,0.265373,0.37042,3.794173,50,50,0.8073,14975,0.9223,0.9262,0.8399,0.8499,4,49,2728.7
5382,round,18,2,-5.046319,-5.315876,0.269557,0.370879,3.79117,50,50,0.808,14975,0.9215,0.9262,0.854,0.8569,4,49,2729.8
5499,round,19,1,-5.071272,-5.320531,0.249258,0.35895,3.78632,50,50,0.8264,14975,0.9245,0.926,0.8414,0.8508,4,51,2854.0
5616,round,19,2,-5.058593,-5.327537,0.268943,0.356522,3.789372,50,50,0.8124,14975,0.9214,0.9232,0.842,0.8421,4,51,2855.1
5733,round,20,1,-5.050454,-5.321342,0.270888,0.36211,3.788968,50,50,0.8145,14975,0.9214,0.9202,0.833,0.8284,4,50,2979.2
5850,round,20,2,-5.06615,-5.324474,0.258324,0.352952,3.784951,50,50,0.8252,14975,0.9243,0.9257,0.8535,0.8538,4,50,2980.4
